ID;BJD;RV;e_RV
HD 40307   ;2454454.77050; 31337.90; 0.40
HD 40307   ;2454478.66540; 31327.90; 0.40
HD 40307   ;2454479.62210; 31327.80; 0.40
HD 40307   ;2454480.58500; 31331.10; 0.40
HD 40307   ;2454481.68810; 31330.90; 0.40
HD 40307   ;2454483.59350; 31334.80; 0.40
HD 40307   ;2454484.62710; 31336.50; 0.40
HD 40307   ;2454486.58710; 31333.60; 0.40
HD 40307   ;2454529.54160; 31336.10; 0.40
HD 40307   ;2454555.49160; 31333.90; 0.40
HD 40307   ;2454556.48330; 31330.90; 0.50
HD 40307   ;2454557.48450; 31334.60; 0.40
HD 40307   ;2454562.47920; 31334.00; 0.30
HD 40307   ;2454566.47610; 31332.30; 0.40
HD 40307   ;2454570.47480; 31338.80; 0.40
HD 40307   ;2454736.87530; 31334.30; 0.50
HD 40307   ;2454852.69370; 31333.50; 0.40
HD 40307   ;2454854.61310; 31332.50; 0.30
HD 40307   ;2454932.50430; 31332.70; 0.30
HD 40307   ;2454934.47500; 31337.20; 0.40
HD 40307   ;2454935.48780; 31335.60; 0.40
HD 40307   ;2454937.47390; 31337.70; 0.40
HD 40307   ;2454939.48380; 31333.20; 0.40
HD 40307   ;2454941.50250; 31333.90; 0.30
HD 40307   ;2454947.46200; 31334.60; 0.30
HD 40307   ;2454950.48250; 31333.10; 0.30
HD 40307   ;2454951.46560; 31333.30; 0.40
HD 40307   ;2454952.46970; 31332.20; 0.40
HD 40307   ;2454953.46380; 31334.20; 0.30
HD 40307   ;2454954.45920; 31335.00; 0.40
HD 40307   ;2454955.45820; 31340.60; 0.30
HD 40307   ;2454959.50190; 31338.50; 0.50
HD 40307   ;2455096.89130; 31334.80; 0.50
HD 40307   ;2455098.88730; 31334.50; 0.40
HD 40307   ;2455100.84060; 31338.60; 0.40
HD 40307   ;2455103.85660; 31334.30; 0.60
HD 40307   ;2455106.84750; 31337.90; 0.50
HD 40307   ;2455112.84640; 31331.10; 0.40
HD 40307   ;2455134.86400; 31332.10; 0.40
HD 40307   ;2455138.79540; 31336.70; 0.50
HD 40307   ;2455141.80850; 31336.60; 0.40
HD 40307   ;2455166.63110; 31341.50; 0.40
HD 40307   ;2455168.65190; 31334.30; 0.30
HD 40307   ;2455169.64490; 31336.40; 0.40
HD 40307   ;2455272.55940; 31340.30; 0.40
HD 40307   ;2455279.50270; 31339.40; 0.50
HD 40307   ;2455284.53920; 31337.60; 0.30
HD 40307   ;2455424.89130; 31337.90; 0.70
HD 40307   ;2455456.89250; 31338.20; 0.40
HD 40307   ;2455484.83770; 31339.80; 0.40
HD 40307   ;2455487.82520; 31337.20; 0.40
HD 40307   ;2455519.69320; 31334.00; 0.40
HD 40307   ;2455523.76220; 31338.30; 0.40
HD 40307   ;2455538.62890; 31333.10; 0.40
HD 40307   ;2455544.64850; 31335.30; 0.40
HD 40307   ;2455549.73310; 31338.20; 0.30
HD 40307   ;2455579.75490; 31336.50; 0.40
HD 40307   ;2455581.72260; 31335.90; 0.30
HD 40307   ;2455585.74010; 31333.40; 0.40
HD 40307   ;2455612.59510; 31334.90; 0.40
HD 40307   ;2455635.57310; 31341.70; 0.40
HD 40307   ;2455637.56220; 31343.30; 0.80
HD 40307   ;2455640.56910; 31341.80; 0.60
HD 40307   ;2455653.54790; 31335.50; 0.40
HD 40307   ;2455662.52390; 31336.60; 0.40
HD 40307   ;2455835.81600; 31335.60; 0.40
HD 40307   ;2455844.80080; 31333.70; 0.50
HD 40307   ;2455871.76700; 31337.90; 0.40
HD 40307   ;2455879.82730; 31339.70; 0.60
HD 40307   ;2455894.71060; 31338.70; 0.30
HD 40307   ;2455895.72870; 31340.40; 0.30
HD 40307   ;2455896.73420; 31338.20; 0.30
HD 40307   ;2455897.74440; 31339.80; 0.30
HD 40307   ;2455902.62040; 31338.80; 0.40
HD 40307   ;2455923.67240; 31333.60; 0.40
HD 40307   ;2455926.66570; 31336.40; 0.30
HD 40307   ;2455933.71340; 31337.00; 0.30
HD 40307   ;2456026.54100; 31332.60; 0.40
HD 40307   ;2456030.54200; 31331.90; 0.80
HD 40307   ;2456173.86580; 31333.60; 0.60
HD 40307   ;2456198.87850; 31340.40; 0.70
HD 40307   ;2456224.85480; 31337.70; 0.60
HD 40307   ;2456226.86590; 31340.90; 0.60
HD 40307   ;2456229.80330; 31335.50; 0.60
HD 40307   ;2456258.74580; 31330.50; 0.60
HD 40307   ;2456271.59200; 31340.80; 0.60
HD 40307   ;2456285.72190; 31334.70; 0.50
HD 40307   ;2456292.70430; 31338.00; 0.50
HD 40307   ;2456320.64340; 31335.70; 0.50
HD 40307   ;2456322.63480; 31340.50; 0.60
HD 40307   ;2456370.53720; 31340.70; 0.70
HD 40307   ;2456371.56570; 31335.80; 0.50
HD 40307   ;2456373.51400; 31336.80; 0.50
HD 40307   ;2456399.51130; 31335.60; 0.50
HD 40307   ;2456402.48940; 31332.10; 0.50
HD 40307   ;2456403.48690; 31333.30; 0.60
HD 40307   ;2456596.82450; 31335.00; 0.50
HD 40307   ;2456602.87100; 31337.40; 0.40
HD 40307   ;2456613.79680; 31338.40; 0.60
HD 40307   ;2456617.74390; 31334.90; 0.60
HD 40307   ;2456677.52770; 31338.70; 0.50
HD 40307   ;2456698.59760; 31337.10; 0.40
HD 40307   ;2456702.52400; 31330.60; 0.60
HD 40307   ;2456713.60450; 31340.20; 0.50
HD 40307   ;2456748.50000; 31337.90; 0.60
HD 40307   ;2456753.54670; 31342.70; 0.70
HD 85512   ;2452990.81451; -9490.15; 1.20
HD 85512   ;2453002.83363; -9491.01; 1.13
HD 85512   ;2453051.74927; -9487.82; 1.12
HD 85512   ;2453063.67446; -9487.62; 1.03
HD 85512   ;2453759.77268; -9493.12; 0.38
HD 85512   ;2454141.75387; -9491.37; 0.37
HD 85512   ;2454422.85208; -9490.33; 0.44
HD 85512   ;2454426.83021; -9491.40; 0.39
HD 85512   ;2454521.67529; -9490.54; 0.47
HD 85512   ;2454522.75163; -9492.06; 0.44
HD 85512   ;2454523.72989; -9491.34; 0.46
HD 85512   ;2454524.71902; -9492.75; 0.42
HD 85512   ;2454525.73898; -9492.68; 0.41
HD 85512   ;2454526.67410; -9493.83; 0.39
HD 85512   ;2454527.70033; -9491.95; 0.40
HD 85512   ;2454528.66385; -9493.40; 0.42
HD 85512   ;2454529.66626; -9491.76; 0.44
HD 85512   ;2454530.71159; -9492.98; 0.39
HD 85512   ;2454569.58882; -9489.44; 0.45
HD 85512   ;2454571.56813; -9490.27; 0.49
HD 85512   ;2454611.54352; -9492.10; 0.45
HD 85512   ;2454616.54398; -9491.85; 0.52
HD 85512   ;2454618.49948; -9490.87; 0.65
HD 85512   ;2454620.46544; -9491.09; 1.17
HD 85512   ;2454640.52281; -9492.45; 0.44
HD 85512   ;2454643.49018; -9492.22; 0.44
HD 85512   ;2454647.50597; -9492.30; 0.45
HD 85512   ;2454774.86071; -9491.27; 0.49
HD 85512   ;2454775.85951; -9491.13; 0.52
HD 85512   ;2454776.86403; -9490.39; 0.56
HD 85512   ;2454777.87158; -9490.75; 0.51
HD 85512   ;2454778.87121; -9491.65; 0.48
HD 85512   ;2454779.87319; -9491.72; 0.46
HD 85512   ;2454780.87114; -9490.38; 0.55
HD 85512   ;2454799.82986; -9490.43; 0.50
HD 85512   ;2454800.83429; -9492.49; 0.36
HD 85512   ;2454801.79065; -9493.31; 0.43
HD 85512   ;2454802.82679; -9492.39; 0.35
HD 85512   ;2454803.80505; -9491.07; 0.37
HD 85512   ;2454804.83405; -9490.77; 0.40
HD 85512   ;2454805.82806; -9491.24; 0.42
HD 85512   ;2454806.80424; -9491.01; 0.40
HD 85512   ;2454807.80998; -9491.41; 0.38
HD 85512   ;2454847.80026; -9492.28; 0.34
HD 85512   ;2454848.80163; -9490.63; 0.32
HD 85512   ;2454849.76930; -9490.07; 0.35
HD 85512   ;2454850.79608; -9491.83; 0.33
HD 85512   ;2454851.78868; -9490.09; 0.34
HD 85512   ;2454852.78867; -9490.84; 0.33
HD 85512   ;2454853.77149; -9490.35; 0.34
HD 85512   ;2454854.79711; -9490.24; 0.33
HD 85512   ;2454878.71662; -9492.14; 0.34
HD 85512   ;2454879.66815; -9491.68; 0.39
HD 85512   ;2454880.75239; -9493.43; 0.32
HD 85512   ;2454881.74306; -9492.17; 0.35
HD 85512   ;2454882.67091; -9491.96; 0.36
HD 85512   ;2454883.64099; -9492.04; 0.37
HD 85512   ;2454884.71141; -9491.47; 0.37
HD 85512   ;2454885.63862; -9492.31; 0.38
HD 85512   ;2454886.70769; -9493.40; 0.34
HD 85512   ;2454913.63232; -9491.27; 0.33
HD 85512   ;2454914.62839; -9491.12; 0.33
HD 85512   ;2454915.63299; -9490.04; 0.38
HD 85512   ;2454916.62564; -9491.11; 0.33
HD 85512   ;2454917.62727; -9491.15; 0.33
HD 85512   ;2454918.63273; -9491.23; 0.32
HD 85512   ;2454919.59834; -9490.32; 0.31
HD 85512   ;2454920.62177; -9490.49; 0.33
HD 85512   ;2455184.81925; -9491.89; 0.32
HD 85512   ;2455219.81525; -9492.23; 0.36
HD 85512   ;2455220.80442; -9492.78; 0.36
HD 85512   ;2455222.81010; -9491.75; 0.52
HD 85512   ;2455223.81539; -9492.13; 0.40
HD 85512   ;2455224.72967; -9491.86; 0.35
HD 85512   ;2455225.78360; -9493.20; 0.38
HD 85512   ;2455226.82600; -9493.14; 0.33
HD 85512   ;2455228.84960; -9493.31; 0.54
HD 85512   ;2455231.76834; -9492.31; 0.45
HD 85512   ;2455232.79348; -9491.86; 0.42
HD 85512   ;2455233.72107; -9491.66; 0.39
HD 85512   ;2455234.76912; -9491.90; 0.37
HD 85512   ;2455235.75950; -9492.02; 0.41
HD 85512   ;2455236.72530; -9491.61; 0.42
HD 85512   ;2455237.74952; -9491.17; 0.36
HD 85512   ;2455238.78313; -9491.61; 0.33
HD 85512   ;2455239.78512; -9491.93; 0.33
HD 85512   ;2455240.76612; -9490.10; 0.38
HD 85512   ;2455241.78700; -9491.20; 0.33
HD 85512   ;2455242.79091; -9491.17; 0.33
HD 85512   ;2455243.79879; -9491.02; 0.34
HD 85512   ;2455244.81400; -9491.44; 0.37
HD 85512   ;2455245.73481; -9492.30; 0.34
HD 85512   ;2455246.76790; -9490.93; 0.38
HD 85512   ;2455247.79685; -9491.40; 0.40
HD 85512   ;2455248.75565; -9490.60; 0.35
HD 85512   ;2455272.64081; -9489.75; 0.34
HD 85512   ;2455275.63212; -9492.53; 0.40
HD 85512   ;2455276.58336; -9492.18; 0.42
HD 85512   ;2455277.65939; -9491.59; 0.34
HD 85512   ;2455574.83561; -9491.23; 0.38
HD 85512   ;2455575.82902; -9492.71; 0.38
HD 85512   ;2455576.82522; -9492.44; 0.47
HD 85512   ;2455577.83007; -9491.41; 0.38
HD 85512   ;2455578.82553; -9491.34; 0.43
HD 85512   ;2455579.83505; -9491.76; 0.34
HD 85512   ;2455580.80769; -9491.46; 0.37
HD 85512   ;2455583.82289; -9491.27; 0.37
HD 85512   ;2455584.81921; -9491.88; 0.45
HD 85512   ;2455585.80043; -9491.97; 0.42
HD 85512   ;2455586.75519; -9491.53; 0.53
HD 85512   ;2455589.82818; -9491.10; 0.44
HD 85512   ;2455590.82939; -9491.47; 0.42
HD 85512   ;2455591.80385; -9490.73; 0.42
HD 85512   ;2455592.81654; -9490.83; 0.35
HD 85512   ;2455593.82207; -9490.31; 0.40
HD 85512   ;2455611.69558; -9489.45; 0.34
HD 85512   ;2455612.67072; -9489.61; 0.34
HD 85512   ;2455613.73744; -9489.10; 0.39
HD 85512   ;2455614.68515; -9489.33; 0.35
HD 85512   ;2455615.72443; -9490.76; 0.32
HD 85512   ;2455616.69928; -9491.13; 0.35
HD 85512   ;2455617.72421; -9489.95; 0.38
HD 85512   ;2455619.68853; -9490.20; 0.42
HD 85512   ;2455620.75669; -9490.17; 0.53
HD 85512   ;2455622.64258; -9489.37; 0.41
HD 85512   ;2455623.68609; -9490.13; 0.37
HD 85512   ;2455626.64484; -9489.71; 0.34
HD 85512   ;2455627.73633; -9490.47; 0.45
HD 85512   ;2455628.64690; -9490.10; 0.41
HD 85512   ;2455629.65085; -9490.44; 0.34
HD 85512   ;2455630.67262; -9491.43; 0.33
HD 85512   ;2455631.64972; -9490.69; 0.38
HD 85512   ;2455632.64627; -9489.72; 0.36
HD 85512   ;2455633.67413; -9490.14; 0.34
HD 85512   ;2455634.63845; -9490.43; 0.35
HD 85512   ;2455635.62772; -9490.60; 0.36
HD 85512   ;2455637.62128; -9489.47; 0.37
HD 85512   ;2455638.64695; -9490.91; 0.29
HD 85512   ;2455639.64591; -9491.22; 0.28
HD 85512   ;2455640.66801; -9490.65; 0.29
HD 85512   ;2455641.65542; -9492.21; 0.29
HD 85512   ;2455642.63741; -9492.00; 0.28
HD 85512   ;2455643.63893; -9491.65; 0.29
HD 85512   ;2455644.64157; -9490.59; 0.27
HD 85512   ;2455645.63389; -9489.99; 0.31
HD 85512   ;2455646.63676; -9490.14; 0.31
HD 85512   ;2455647.63046; -9490.71; 0.28
HD 85512   ;2455648.65497; -9490.31; 0.28
HD 85512   ;2455652.59345; -9490.50; 0.31
HD 85512   ;2455653.60844; -9489.84; 0.32
HD 85512   ;2455654.59253; -9489.65; 0.34
HD 85512   ;2455656.60587; -9490.76; 0.32
HD 85512   ;2455657.58163; -9489.65; 0.32
HD 85512   ;2455659.53577; -9489.51; 0.35
HD 85512   ;2455660.50409; -9489.52; 0.54
HD 85512   ;2455662.55366; -9489.94; 0.37
HD 85512   ;2455672.59576; -9490.20; 0.40
HD 85512   ;2455674.52779; -9489.61; 0.40
HD 85512   ;2455676.59383; -9490.84; 0.38
HD 85512   ;2455677.50826; -9489.46; 0.37
HD 85512   ;2455678.49094; -9488.85; 0.41
HD 85512   ;2455679.55559; -9492.12; 0.34
HD 85512   ;2455680.54242; -9490.27; 0.39
HD 85512   ;2455681.54153; -9490.75; 0.41
HD 85512   ;2455682.53088; -9491.05; 0.36
HD 85512   ;2455683.52480; -9492.32; 0.35
HD 85512   ;2455684.53091; -9491.03; 0.37
HD 85512   ;2455685.53371; -9492.28; 0.38
HD 85512   ;2455686.56159; -9490.76; 0.41
HD 85512   ;2455687.52274; -9489.96; 0.42
HD 85512   ;2455689.54959; -9491.35; 0.59
HD 85512   ;2455691.57620; -9490.85; 0.40
HD 85512   ;2455692.54262; -9489.36; 0.47
HD 85512   ;2455693.49739; -9490.32; 0.36
HD 85512   ;2455694.48058; -9491.94; 0.33
HD 85512   ;2455695.50135; -9491.08; 0.38
HD 85512   ;2455711.53569; -9490.11; 0.50
HD 85512   ;2455712.50993; -9490.25; 0.49
HD 85512   ;2455714.57783; -9489.31; 0.83
HD 85512   ;2455715.47189; -9490.49; 0.42
HD 85512   ;2455716.48368; -9489.68; 0.37
HD 85512   ;2455727.46508; -9489.42; 0.36
HD 85512   ;2455728.47733; -9490.64; 0.43
HD 85512   ;2455729.47227; -9487.33; 0.48
HD 85512   ;2455735.49458; -9490.62; 0.75
HD 156668  ;2452832.92339;    -0.22; 1.62
HD 156668  ;2453074.10403;    -7.25; 1.68
HD 156668  ;2453196.86988;    -2.84; 1.72
HD 156668  ;2453478.97768;    -0.40; 0.94
HD 156668  ;2453547.90964;    -3.41; 1.00
HD 156668  ;2453604.83890;    -4.58; 1.00
HD 156668  ;2453807.14411;     2.92; 1.09
HD 156668  ;2453932.91866;     1.32; 1.00
HD 156668  ;2453960.91401;     3.64; 0.88
HD 156668  ;2453961.80956;    -0.28; 0.98
HD 156668  ;2453981.77064;     4.11; 0.89
HD 156668  ;2453982.87659;     1.94; 0.92
HD 156668  ;2453983.81911;     5.60; 0.89
HD 156668  ;2453984.90602;     7.07; 0.95
HD 156668  ;2454247.01846;     2.68; 1.04
HD 156668  ;2454247.02188;     0.76; 0.93
HD 156668  ;2454248.00711;     2.71; 1.09
HD 156668  ;2454249.92154;     2.31; 1.23
HD 156668  ;2454252.01612;     3.61; 1.06
HD 156668  ;2454255.84674;    -0.18; 1.09
HD 156668  ;2454255.84891;    -2.71; 1.04
HD 156668  ;2454277.79111;    -2.83; 1.02
HD 156668  ;2454278.80991;    -1.43; 0.89
HD 156668  ;2454285.81562;     0.75; 1.09
HD 156668  ;2454294.89361;     3.87; 1.10
HD 156668  ;2454304.94867;    -0.92; 1.12
HD 156668  ;2454304.95201;    -0.48; 1.16
HD 156668  ;2454305.95013;    -1.47; 1.08
HD 156668  ;2454305.95352;    -2.87; 1.05
HD 156668  ;2454306.92530;    -2.53; 1.02
HD 156668  ;2454306.92887;    -0.52; 1.13
HD 156668  ;2454307.97582;    -1.75; 1.14
HD 156668  ;2454307.97973;    -1.06; 1.09
HD 156668  ;2454308.94701;     1.93; 1.03
HD 156668  ;2454309.93845;     3.39; 1.04
HD 156668  ;2454309.94338;    -0.03; 1.05
HD 156668  ;2454310.93310;    -0.37; 0.98
HD 156668  ;2454310.93654;    -0.54; 1.06
HD 156668  ;2454311.92615;    -1.08; 1.02
HD 156668  ;2454311.92979;     0.72; 1.03
HD 156668  ;2454312.92788;     1.72; 1.09
HD 156668  ;2454312.93135;     2.05; 1.05
HD 156668  ;2454313.92547;     4.36; 0.99
HD 156668  ;2454313.92868;     3.06; 1.10
HD 156668  ;2454314.96879;    -1.29; 1.03
HD 156668  ;2454335.86880;     0.02; 0.99
HD 156668  ;2454335.88171;    -1.20; 1.02
HD 156668  ;2454343.79865;    -3.13; 1.00
HD 156668  ;2454396.70306;    -3.43; 0.97
HD 156668  ;2454397.70527;    -4.46; 1.02
HD 156668  ;2454398.73491;    -6.90; 1.22
HD 156668  ;2454549.06163;    -5.52; 1.04
HD 156668  ;2454636.95177;    -4.36; 1.21
HD 156668  ;2454717.74461;     3.76; 1.11
HD 156668  ;2454718.89500;     1.34; 1.03
HD 156668  ;2454719.78911;    -3.79; 1.15
HD 156668  ;2454720.82821;     3.82; 1.02
HD 156668  ;2454721.81321;     6.41; 1.00
HD 156668  ;2454722.75844;     1.22; 1.06
HD 156668  ;2454723.75113;     1.04; 0.96
HD 156668  ;2454724.77287;    -1.48; 1.11
HD 156668  ;2454725.74632;     1.54; 1.13
HD 156668  ;2454726.80657;     4.31; 1.03
HD 156668  ;2454727.81096;     3.84; 1.00
HD 156668  ;2454777.68651;     3.50; 1.08
HD 156668  ;2454779.69190;    -2.78; 1.20
HD 156668  ;2454927.05569;     0.13; 1.26
HD 156668  ;2454930.09564;     3.31; 1.21
HD 156668  ;2454935.05529;     2.88; 1.16
HD 156668  ;2454955.10678;     5.29; 1.12
HD 156668  ;2454955.97159;    -1.58; 1.17
HD 156668  ;2454957.05565;    -0.94; 1.08
HD 156668  ;2454983.97707;    -1.70; 1.10
HD 156668  ;2454984.96665;    -2.91; 1.19
HD 156668  ;2454985.92186;     1.65; 1.13
HD 156668  ;2454986.99173;     3.41; 1.13
HD 156668  ;2454987.99574;     1.69; 1.24
HD 156668  ;2454988.89618;    -0.93; 1.17
HD 156668  ;2455016.97485;    -3.43; 1.15
HD 156668  ;2455019.04148;     1.72; 1.18
HD 156668  ;2455041.97022;     1.67; 1.15
HD 156668  ;2455042.89409;     2.24; 1.23
HD 156668  ;2455043.90466;    -2.08; 1.22
HD 156668  ;2455044.94394;    -2.27; 1.15
HD 156668  ;2455048.86672;    -3.54; 1.38
HD 156668  ;2455073.76736;     0.97; 1.07
HD 156668  ;2455074.75962;     2.00; 0.97
HD 156668  ;2455075.73739;     0.95; 1.05
HD 156668  ;2455075.73970;     0.92; 0.96
HD 156668  ;2455076.74346;    -0.65; 1.00
HD 156668  ;2455076.74577;    -1.11; 1.10
HD 156668  ;2455077.74489;    -0.15; 1.06
HD 156668  ;2455078.76561;     1.42; 1.12
HD 156668  ;2455079.73775;    -1.15; 1.03
HD 156668  ;2455079.74107;    -1.21; 1.02
HD 156668  ;2455080.74250;     2.69; 1.03
HD 156668  ;2455080.74495;     0.63; 1.08
HD 156668  ;2455081.73473;    -2.11; 0.99
HD 156668  ;2455081.73757;    -0.97; 1.10
HD 156668  ;2455082.72821;     1.13; 1.10
HD 156668  ;2455083.73443;     3.39; 1.01
HD 156668  ;2455083.73662;     2.99; 1.07
HD 156668  ;2455084.74428;     2.05; 1.08
HD 156668  ;2455106.76608;    -1.89; 1.12
HD 156668  ;2455109.75425;    -1.25; 1.39
HD 156668  ;2455111.72523;    -2.25; 1.04
HD 156668  ;2455111.73020;     0.37; 1.20
HD 156668  ;2455134.69590;    -1.77; 1.16
HD 156668  ;2455134.69863;    -1.23; 1.15
HD 156668  ;2455135.70133;    -2.30; 1.16
HD 156668  ;2455135.70423;    -2.74; 1.19
HD 156668  ;2455229.13511;     0.96; 1.02
HD 156668  ;2455229.13757;     0.51; 1.04
HD 156668  ;2455229.14006;     1.84; 1.10
HD 156668  ;2455232.10934;     2.33; 1.07
HD 156668  ;2455232.11296;     2.71; 1.18
HD 156668  ;2455232.11648;     1.21; 1.13
HD 156668  ;2455252.15969;    -1.27; 1.06
HD 156668  ;2455252.16212;     0.28; 1.14
HD 156668  ;2455252.16484;    -1.05; 1.14
HD 156668  ;2455256.14787;    -3.22; 1.09
HD 156668  ;2455256.15059;    -1.92; 1.12
HD 156668  ;2455256.15333;    -1.48; 1.08
HD 156668  ;2455257.10484;    -3.68; 1.04
HD 156668  ;2455257.10738;    -3.43; 1.15
HD 156668  ;2455257.10992;    -1.83; 1.14
HD 156668  ;2455261.08804;    -4.45; 1.15
HD 156668  ;2455261.09047;    -2.87; 1.08
HD 156668  ;2455261.09293;    -4.73; 1.12
HD 156668  ;2455285.02134;    -2.69; 1.13
HD 156668  ;2455285.02410;    -3.23; 1.12
HD 156668  ;2455285.02701;    -2.90; 1.01
HD 156668  ;2455286.06312;    -7.60; 1.06
HD 156668  ;2455286.06609;    -6.48; 1.11
HD 156668  ;2455286.06891;    -1.90; 1.05
HD 156668  ;2455290.08071;    -1.12; 1.07
HD 156668  ;2455290.08315;    -2.58; 1.02
HD 156668  ;2455290.08549;    -0.22; 0.98
HD 156668  ;2455312.00244;    -2.74; 1.02
HD 156668  ;2455312.00540;    -2.74; 1.11
HD 156668  ;2455312.00899;    -3.02; 1.19
HD 156668  ;2455312.89900;    -2.95; 1.05
HD 156668  ;2455312.90155;    -2.54; 0.98
HD 156668  ;2455312.90408;    -1.45; 1.02
HD 156668  ;2455313.12498;    -2.15; 1.07
HD 156668  ;2455313.12738;    -2.13; 1.05
HD 156668  ;2455313.12967;    -3.43; 0.98
HD 156668  ;2455313.89090;    -5.47; 1.10
HD 156668  ;2455313.89337;    -7.27; 1.16
HD 156668  ;2455313.89581;    -5.14; 1.04
HD 156668  ;2455314.13094;    -1.94; 1.00
HD 156668  ;2455314.13336;    -2.95; 1.08
HD 156668  ;2455314.13565;    -3.45; 1.08
HD 156668  ;2455315.03641;    -1.20; 1.16
HD 156668  ;2455315.04056;    -2.10; 1.16
HD 156668  ;2455315.04474;    -2.57; 1.21
HD 156668  ;2455318.01357;    -4.42; 1.09
HD 156668  ;2455318.01603;    -1.39; 1.12
HD 156668  ;2455318.01848;    -4.98; 1.06
HD 156668  ;2455318.97895;    -6.98; 1.22
HD 156668  ;2455318.98209;    -5.12; 1.21
HD 156668  ;2455318.98488;    -3.87; 1.17
HD 156668  ;2455319.92542;    -2.42; 1.34
HD 156668  ;2455319.92780;    -0.42; 1.17
HD 156668  ;2455319.92951;    -5.33; 1.25
HD 156668  ;2455320.12950;    -0.01; 1.06
HD 156668  ;2455320.13203;     2.58; 1.08
HD 156668  ;2455320.13434;     2.13; 1.05
HD 156668  ;2455320.88500;     2.03; 1.14
HD 156668  ;2455320.88797;    -3.47; 1.09
HD 156668  ;2455320.89071;    -2.69; 1.08
HD 156668  ;2455321.14221;     0.33; 1.18
HD 156668  ;2455321.14479;    -0.96; 1.14
HD 156668  ;2455321.88406;    -4.52; 1.09
HD 156668  ;2455321.88724;    -2.26; 1.13
HD 156668  ;2455321.89051;    -4.48; 1.11
HD 156668  ;2455322.11270;    -2.50; 1.09
HD 156668  ;2455322.11539;    -3.35; 1.06
HD 156668  ;2455322.11784;    -0.97; 1.10
HD 156668  ;2455342.81934;    -0.78; 1.06
HD 156668  ;2455342.82189;    -2.87; 1.06
HD 156668  ;2455342.82431;    -0.85; 1.04
HD 156668  ;2455342.82677;    -0.94; 1.21
HD 156668  ;2455342.82924;     0.04; 1.09
HD 156668  ;2455343.10176;     1.57; 1.09
HD 156668  ;2455343.10506;     1.15; 1.21
HD 156668  ;2455343.10819;    -1.23; 1.08
HD 156668  ;2455343.11120;    -0.94; 1.13
HD 156668  ;2455343.11419;     1.82; 1.10
HD 156668  ;2455343.87842;    -2.14; 1.17
HD 156668  ;2455343.88119;    -0.50; 1.11
HD 156668  ;2455343.88383;    -2.23; 1.11
HD 156668  ;2455343.88636;    -1.15; 1.05
HD 156668  ;2455343.88892;     0.46; 1.05
HD 156668  ;2455344.82783;    -0.94; 1.21
HD 156668  ;2455344.83093;     2.17; 1.17
HD 156668  ;2455344.83388;    -0.02; 1.21
HD 156668  ;2455344.83738;     0.23; 1.15
HD 156668  ;2455344.84041;     2.30; 1.29
HD 156668  ;2455345.10243;    -2.43; 1.18
HD 156668  ;2455345.10568;    -2.38; 1.22
HD 156668  ;2455350.79488;    -4.95; 1.10
HD 156668  ;2455350.79770;    -2.86; 1.15
HD 156668  ;2455350.80032;    -1.83; 1.20
HD 156668  ;2455350.80307;    -3.90; 1.19
HD 156668  ;2455350.80589;    -4.24; 1.10
HD 156668  ;2455351.12165;    -3.84; 1.06
HD 156668  ;2455351.12409;    -3.85; 1.13
HD 156668  ;2455351.12652;    -5.18; 1.15
HD 156668  ;2455351.82156;    -1.02; 1.07
HD 156668  ;2455351.82387;    -2.75; 1.03
HD 156668  ;2455351.82612;    -5.01; 0.98
HD 156668  ;2455351.82838;    -2.86; 1.02
HD 156668  ;2455351.83062;    -3.00; 1.08
HD 156668  ;2455352.10973;    -2.22; 1.03
HD 156668  ;2455352.11251;    -0.87; 1.05
HD 156668  ;2455352.11525;    -2.47; 1.08
HD 156668  ;2455352.11795;     0.09; 1.10
HD 156668  ;2455352.12072;     1.41; 1.20
HD 156668  ;2455372.79492;    -2.77; 1.08
HD 156668  ;2455372.79735;    -2.28; 1.01
HD 156668  ;2455372.79975;    -2.26; 1.11
HD 156668  ;2455372.80211;    -3.32; 0.99
HD 156668  ;2455372.80448;    -2.70; 1.13
HD 156668  ;2455373.11516;    -4.36; 0.95
HD 156668  ;2455373.77167;    -3.82; 1.09
HD 156668  ;2455373.77384;    -3.01; 1.04
HD 156668  ;2455373.77603;    -6.41; 1.01
HD 156668  ;2455373.77818;    -4.09; 1.06
HD 156668  ;2455373.78035;    -4.46; 1.00
HD 156668  ;2455374.07228;    -5.65; 1.08
HD 156668  ;2455374.07494;    -3.69; 1.04
HD 156668  ;2455374.07759;    -9.67; 1.16
HD 156668  ;2455374.08038;    -5.39; 1.05
HD 156668  ;2455374.08311;    -4.98; 1.09
HD 156668  ;2455376.77001;    -2.33; 0.95
HD 156668  ;2455376.77235;    -3.80; 1.04
HD 156668  ;2455376.77473;    -2.32; 0.98
HD 156668  ;2455376.77711;    -3.36; 1.02
HD 156668  ;2455376.77946;     0.71; 1.02
HD 156668  ;2455377.05931;    -2.04; 1.06
HD 156668  ;2455377.06200;     1.20; 1.12
HD 156668  ;2455377.06474;     0.22; 1.12
HD 156668  ;2455377.06755;    -2.39; 1.08
HD 156668  ;2455377.07020;    -0.88; 1.06
HD 156668  ;2455377.80453;    -2.01; 1.10
HD 156668  ;2455377.80677;    -0.10; 1.04
HD 156668  ;2455377.80903;    -1.83; 1.04
HD 156668  ;2455377.81120;    -0.57; 1.08
