HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
75161,15 21 34.30,-44 56 17.4,6.68,4.78,0.83,,nan,,209.20502
75170,15 21 39.53,+14 18 53.1,9.89,3.7,1.62,M,371.84,,270.27026
75185,15 21 52.71,-09 20 18.3,9.24,17.69,1.93,ROT,7.506,,56.52911
75203,15 22 06.00,+51 10 54.9,9.53,9.52,2.1,EW,0.3899978,,105.042015
75207,15 22 08.81,-32 11 22.6,7.0,2.39,1.25,LB:,nan,,418.41003
75212,15 22 11.88,-46 05 22.2,9.03,18.33,4.39,ROT,1.5805,,54.555374
75224,15 22 20.08,-59 08 49.9,7.8,0.65,1.01,ACYG:,nan,,1538.4615
75225,15 22 21.44,+26 52 37.7,12.19,-1.67,3.49,RRAB,0.5846169,,-598.8024
75229,15 22 22.19,-08 02 27.6,10.01,0.21,1.9,EA,1.2867661,,4761.905
75232,15 22 23.96,+20 55 42.6,8.2,2.53,1.07,ELL,3.0537,,395.25693
75233,15 22 25.32,+25 37 27.0,7.23,3.58,0.89,ELL/RS,18.667,,279.32962
75234,15 22 25.38,-40 55 36.1,9.05,2.62,1.31,RRAB,0.4841702,,381.6794
75252,15 22 36.61,-59 09 58.8,7.52,11.76,1.12,,nan,,85.03401
75256,15 22 37.25,+62 02 49.8,5.99,7.07,0.52,VAR,0.08665,,141.44272
75257,15 22 37.37,+39 34 53.4,5.56,1.23,0.53,,nan,,813.0081
75264,15 22 40.89,-44 41 22.5,3.37,6.47,0.61,HB+SPB,4.55964,,154.55951
75273,15 22 45.30,-77 42 18.9,8.92,4.75,0.98,ACV,3.4759,,210.52632
75294,15 23 01.78,-15 08 02.7,6.46,4.18,0.94,,nan,,239.23447
75322,15 23 21.25,+31 48 42.4,8.05,7.64,0.86,,nan,,130.89006
75323,15 23 22.66,-59 19 14.5,4.48,6.4,0.99,GCAS,nan,,156.25
75340,15 23 41.54,+17 52 01.2,7.93,5.15,1.04,PULS,0.1076,,194.17476
75351,15 23 52.07,-44 57 19.5,8.4,0.93,1.26,SR,86.8,,1075.2688
75373,15 24 07.01,+36 52 00.7,10.63,2.53,1.53,DSCT,0.10409156,,395.25693
75377,15 24 11.31,-62 40 37.5,9.19,1.55,1.37,VAR,2.42131,,645.1613
75393,15 24 19.78,-22 54 39.7,8.47,1.74,2.06,M,219.6,,574.71265
75420,15 24 32.53,-80 26 26.0,8.09,4.21,0.68,DSCTC,0.138859,,237.5297
75430,15 24 38.34,-52 51 13.9,7.69,2.65,0.86,ROT,9.2767,,377.3585
75456,15 24 55.14,-02 14 06.7,8.44,-0.12,1.33,LB,113.76564,,-8333.334
75458,15 24 55.78,+58 57 57.7,3.29,31.92,0.51,,nan,,31.328321
75530,15 25 47.41,+15 25 41.0,5.16,3.55,0.76,VAR,6.46747,,281.69016
75535,15 25 53.30,+19 28 50.6,6.26,23.95,0.94,VAR:,nan,,41.75365
75558,15 26 06.87,-39 53 20.3,7.38,3.83,0.91,ACV,4.86334,,261.09662
75561,15 26 11.69,-38 09 25.0,9.3,4.84,1.39,,nan,,206.61156
75563,15 26 13.05,-28 18 37.7,9.94,7.44,2.2,BY:,nan,,134.4086
75573,15 26 17.61,-24 59 18.8,8.78,3.31,1.45,ED,7.069393,,302.1148
75581,15 26 28.14,+52 03 09.1,7.09,2.8,0.65,VAR,4.89548,,357.14285
75584,15 26 30.28,+10 02 10.0,6.97,3.97,0.93,LB,nan,,251.88916
75616,15 27 00.33,+36 33 53.0,9.08,0.11,1.08,VAR,2.02532,,9090.909
75620,15 27 04.17,-48 27 20.3,8.07,1.08,1.14,LB:,nan,,925.9259
75629,15 27 08.45,-05 49 03.5,7.81,1.74,1.3,,nan,,574.71265
75636,15 27 10.52,-41 38 33.1,10.33,9.91,4.1,ROT,1.1397,,100.90817
75641,15 27 14.94,+50 37 10.4,7.86,2.52,0.71,SPB,1.5129,,396.8254
75658,15 27 26.98,-66 07 17.0,6.92,3.45,0.72,,nan,,289.85507
75665,15 27 33.10,-64 31 53.2,5.71,4.8,0.68,SRD:,27.355,,208.33333
75674,15 27 38.87,+25 06 06.0,6.01,4.15,0.81,,nan,,240.96385
75689,15 27 45.75,-63 01 14.1,7.44,7.85,0.93,RS,45.0,,127.388535
75694,15 27 48.32,-25 10 10.1,7.49,-1.36,1.32,PVTELIII,nan,,-735.2941
75696,15 27 51.44,+60 40 12.8,5.9,5.48,0.48,,nan,,182.48175
75697,15 27 51.90,-40 39 34.6,7.01,2.66,0.99,VAR,3.20082,,375.93985
75707,15 28 01.02,-75 55 46.5,8.39,0.59,0.91,SRB,217.0,,1694.9153
75715,15 28 06.21,-13 31 06.2,9.22,-0.62,1.61,SRD,322.0,,-1612.9032
75720,15 28 09.88,+38 21 37.9,9.29,13.62,3.07,LB:,nan,,73.42144
75727,15 28 13.25,-37 21 30.7,7.0,4.3,1.35,SRB,nan,,232.55814
75733,15 28 20.19,+23 41 02.7,7.89,7.72,1.18,,nan,,129.53368
75756,15 28 33.00,+00 36 25.3,7.11,9.8,0.86,,nan,,102.04082
75769,15 28 44.02,-31 17 38.4,8.93,11.47,2.57,ROT,7.451,,87.18395
75787,15 28 55.73,-53 05 16.5,8.17,3.9,0.93,BCEP:,0.564882,,256.41025
75818,15 29 19.30,-38 38 05.4,6.44,15.88,0.75,GDOR,0.573083,,62.97229
75828,15 29 24.28,-46 43 57.7,5.26,3.68,0.74,LC,nan,,271.73914
75836,15 29 26.91,-28 50 51.8,8.64,11.15,1.49,EW,0.274365,,89.686104
75847,15 29 34.66,+78 38 00.2,9.24,1.63,0.82,M,331.0,,613.49695
75848,15 29 34.78,-17 26 27.4,6.69,11.21,0.85,roAp,4.8511,,89.20606
75861,15 29 44.47,+16 11 31.1,7.13,5.07,1.0,ELL,14.37,,197.23865
75863,15 29 44.70,-58 34 51.2,9.74,0.97,1.66,VAR:,nan,,1030.9279
75878,15 29 55.78,-49 20 23.8,8.45,4.61,1.31,LB:,nan,,216.91974
75886,15 30 00.15,+70 23 10.1,8.4,0.94,0.72,LB,nan,,1063.8298
75905,15 30 13.80,-15 41 22.1,8.35,0.25,1.2,VAR,0.08412,,4000.0
75924,15 30 26.26,-32 18 12.6,8.8,10.91,3.21,BY:,nan,,91.65903
75939,15 30 36.25,-20 43 42.5,6.2,13.93,1.02,,nan,,71.787506
75942,15 30 39.24,+35 47 04.4,11.1,0.47,1.75,RRAB/BL,0.622290687,,2127.6597
75951,15 30 45.37,-22 11 25.1,8.7,3.36,1.26,ACV,1.1998,,297.61905
75961,15 30 49.83,-65 35 57.5,7.81,-0.41,0.92,DCEPS,2.428289,,-2439.0244
75973,15 30 55.75,+40 49 59.0,5.04,3.74,0.54,,nan,,267.37967
75982,15 31 01.99,+01 41 01.8,9.98,-0.96,1.68,RRAB,0.7141009,,-1041.6667
75992,15 31 08.84,-05 12 26.7,9.17,1.4,1.45,LB:,nan,,714.2857
75994,15 31 11.06,-78 45 10.1,7.87,7.51,0.78,EB,1.086152,,133.15579
76008,15 31 25.05,+77 20 57.6,5.0,3.92,0.5,,nan,,255.10204
76011,15 31 27.15,-71 03 43.5,6.89,4.01,0.61,ACV,4.4928,,249.37654
76013,15 31 30.82,-73 23 22.4,5.4,3.2,0.59,GCAS,nan,,312.5
76036,15 31 45.00,+43 45 13.3,10.73,2.14,1.32,LB:,nan,,467.2897
76041,15 31 46.99,+40 53 57.7,4.98,7.59,0.55,,nan,,131.7523
76044,15 31 48.49,-37 38 46.5,8.91,1.86,1.39,LB,nan,,537.6344
76047,15 31 49.02,+54 28 17.2,8.38,1.37,0.75,LB,nan,,729.927
76050,15 31 51.77,-15 41 10.2,10.32,4.92,1.96,EW/KW,0.358256,,203.25203
76075,15 32 15.13,-23 52 48.6,6.75,4.62,1.1,SR:,35.65,,216.45023
76081,15 32 18.16,+57 57 46.8,9.32,2.31,0.81,,nan,,432.90045
76086,15 32 23.19,-08 32 00.9,9.1,7.12,1.33,RS,4.768635,,140.44945
76091,15 32 24.25,-01 47 00.7,8.21,1.96,1.06,SRB,213.80574,,510.20407
76126,15 32 55.23,-16 51 10.1,5.53,4.24,0.84,,nan,,235.84908
76127,15 32 55.80,+31 21 33.0,4.14,10.49,0.66,BE,nan,,95.32889
76142,15 33 09.12,-36 24 18.2,9.98,-1.68,1.81,YSO,nan,,-595.2381
76152,15 33 16.51,-15 19 35.0,9.1,-8.96,5.59,M,316.56,,-111.60714
76161,15 33 18.91,-25 01 37.0,9.05,-0.71,1.3,EA:,2.26746,,-1408.4508
76172,15 33 30.84,+02 46 37.8,12.11,-3.73,3.59,RRAB/BL,0.5752124,,-268.09653
76196,15 33 51.04,+63 54 25.5,7.32,8.21,1.03,EA/SD,2.806847,,121.80268
76198,15 33 52.74,+17 08 14.9,6.49,15.92,0.86,VAR,nan,,62.81407
76207,15 34 01.74,-40 03 58.9,5.82,1.97,0.88,SRB,nan,,507.6142
76215,15 34 09.11,+56 21 13.6,8.16,0.66,0.67,,nan,,1515.1515
76226,15 34 16.23,-33 56 25.3,9.55,6.14,1.48,,nan,,162.86646
76233,15 34 20.86,-05 41 42.4,6.52,39.78,0.83,VAR,6.27707,,25.138262
76243,15 34 26.53,-09 11 00.1,5.16,9.3,0.86,SPB,1.25881,,107.52688
76254,15 34 34.13,-65 06 11.1,8.59,0.37,1.06,EA,4.73065,,2702.7026
76276,15 34 48.19,+10 32 19.9,3.8,15.54,0.78,DSCTC,0.134,,64.35007
76279,15 34 50.26,-68 53 20.7,7.37,0.72,0.81,LB,nan,,1388.8888
76291,15 35 04.63,+01 40 09.4,6.55,16.95,0.76,GDOR,0.458,,58.997047
76296,15 35 08.38,+00 44 46.3,8.73,1.36,1.07,SR,50.14,,735.2941
76297,15 35 08.46,-41 10 00.1,2.8,5.75,1.24,R,2.849769,,173.91304
76302,15 35 11.33,-21 00 28.2,8.8,5.19,1.37,ACV,1.1714,,192.67822
76307,15 35 14.90,+39 00 36.2,5.14,5.71,0.56,VAR,40.7332,,175.13135
76313,15 35 16.84,-24 20 12.3,11.44,-5.76,3.38,RRC/BL,0.306777,,-173.6111
76324,15 35 26.77,-57 25 02.3,7.93,2.8,1.07,ACV,12.34,,357.14285
76343,15 35 36.58,+25 45 10.2,9.15,2.84,1.08,SRA,436.0,,352.1127
76351,15 35 40.09,-80 12 16.9,8.71,26.01,1.88,,nan,,38.44675
76371,15 35 53.27,-44 57 30.0,4.55,7.51,0.73,BE,2.0894,,133.15579
76376,15 35 57.08,+54 37 50.0,5.77,13.24,0.53,,nan,,75.5287
76377,15 35 57.35,-49 30 28.6,7.97,5.14,1.87,M,496.0,,194.55254
76378,15 35 57.38,-79 05 09.7,7.53,2.36,0.66,ACV,8.7089,,423.72882
76384,15 36 04.19,+52 04 10.6,6.7,16.77,0.59,GDOR,0.68823,,59.63029
76395,15 36 11.38,-33 05 33.9,6.26,8.89,0.83,CST,nan,,112.48593
76397,15 36 12.14,-44 23 48.1,5.44,4.95,0.92,,nan,,202.0202
76414,15 36 26.19,+37 22 35.7,8.1,0.72,0.96,LB:,nan,,1388.8888
76423,15 36 28.19,+15 06 05.0,6.51,6.27,1.0,SRB,86.7,,159.48964
76425,15 36 29.55,+10 00 37.6,5.26,13.89,0.7,VAR:,nan,,71.99424
76426,15 36 33.39,+27 10 29.4,9.83,2.35,1.7,RS:,1.3393,,425.53192
76449,15 36 48.26,-40 41 30.8,8.11,-1.0,1.03,,nan,,-1000.0
76454,15 36 52.68,-67 29 04.8,8.06,3.66,0.85,SPB,0.57019,,273.22403
76460,15 36 55.16,+32 34 54.6,9.14,4.73,1.28,LB,nan,,211.41649
76466,15 37 00.37,+64 26 23.3,8.7,18.82,0.93,,nan,,53.134964
76472,15 37 04.67,-40 09 21.9,9.39,5.7,1.63,ROT,0.865,,175.4386
76477,15 37 11.31,-40 15 56.6,10.57,2.01,2.26,ROT,0.9123,,497.51245
76480,15 37 13.37,-18 20 06.1,8.39,4.92,1.32,EA/RS,6.8617,,203.25203
76485,15 37 16.97,-32 03 26.2,7.91,8.74,1.07,GDOR,0.634,,114.41648
76499,15 37 27.19,-31 31 36.2,8.33,15.82,2.73,BY:,nan,,63.21113
76513,15 37 34.45,-62 40 53.0,7.65,1.79,0.82,ACV,3.7911,,558.65924
76515,15 37 37.62,+21 51 31.7,10.02,0.07,1.93,LB:,nan,,14285.714
76538,15 37 53.81,+21 26 26.4,8.09,9.81,1.11,PULS,nan,,101.9368
76545,15 37 59.91,-14 31 49.2,7.39,12.25,1.07,VAR,0.11392,,81.63265
76551,15 38 03.03,+29 29 14.0,10.21,0.7,2.88,EA/AR:/RS,5.117159,,1428.5714
76573,15 38 16.64,+24 31 18.9,6.82,6.4,0.87,SR,nan,,156.25
76606,15 38 41.60,-45 42 31.4,6.97,3.31,0.86,,nan,,302.1148
76609,15 38 42.29,+57 31 14.6,7.89,3.21,0.65,,nan,,311.5265
76628,15 38 54.51,-19 18 06.2,5.36,9.6,1.45,,nan,,104.166664
76627,15 38 54.60,+57 27 42.5,7.28,1.81,0.57,LB,nan,,552.4862
76630,15 38 58.89,+46 55 35.8,6.75,2.09,0.62,LB,nan,,478.46893
76642,15 39 04.03,-83 13 57.6,8.75,0.87,0.81,VAR,0.09913,,1149.4253
76645,15 39 06.40,-48 36 49.5,7.83,3.1,1.01,,nan,,322.58066
76651,15 39 09.52,+57 55 27.9,6.45,7.36,0.54,IS,nan,,135.86957
76658,15 39 15.24,+29 37 19.7,10.23,5.11,1.65,EA/SD:,0.7264114,,195.69472
76674,15 39 25.23,+27 37 34.2,8.99,20.65,1.3,BY,6.98,,48.42615
76684,15 39 32.06,+42 41 48.9,7.68,2.08,0.74,LB:,nan,,480.76926
76694,15 39 38.09,-27 31 28.3,9.38,5.2,1.57,EC,1.782714,,192.3077
76709,15 39 50.47,+64 39 42.6,7.57,3.12,0.57,CST:,nan,,320.51282
76734,15 40 10.96,-56 54 52.3,6.63,5.05,0.91,VAR,0.37127,,198.01979
76742,15 40 16.91,-23 49 05.0,4.97,8.55,0.98,,nan,,116.95906
76762,15 40 24.70,-44 17 18.8,6.98,1.89,0.83,ACV,nan,,529.1005
76764,15 40 25.99,+37 31 01.7,6.91,3.58,0.66,VAR,1.01321,,279.32962
76765,15 40 26.24,+04 50 02.8,9.98,3.26,1.68,DSCT,0.114549,,306.74847
76791,15 40 45.30,+38 43 06.9,7.78,2.04,0.72,SRB,100.0,nan,490.19608
76807,15 40 57.23,-61 08 27.7,7.89,0.64,1.14,,nan,,1562.5
76809,15 40 58.26,-47 44 09.6,6.21,3.69,0.77,VAR,100.70493,,271.00272
76819,15 41 04.20,+40 45 44.0,8.74,1.74,0.81,,nan,,574.71265
76822,15 41 05.24,+23 21 06.7,9.43,1.57,1.45,LB:,40.226521,,636.9426
76828,15 41 10.06,-11 52 08.2,8.59,1.47,1.32,LB:,60.392754,,680.2721
76844,15 41 26.21,+38 33 26.9,7.64,3.67,0.73,SRB,60.8,,272.47955
76851,15 41 33.06,-29 17 58.2,7.29,3.2,0.93,VAR,6.52486,,312.5
76866,15 41 47.39,+12 50 51.1,5.34,14.28,0.84,ACV,1.59584,,70.028015
76867,15 41 47.55,+49 26 42.3,8.62,17.0,0.81,,nan,,58.82353
76880,15 41 56.82,-19 40 42.9,4.75,8.16,1.29,,nan,,122.54902
76888,15 41 59.94,-11 08 27.3,9.27,16.92,4.19,,nan,,59.101654
76909,15 42 15.06,-07 54 50.9,7.84,2.53,1.09,LB:,nan,,395.25693
76918,15 42 20.92,-55 18 42.9,9.26,2.52,1.28,DCEP,12.64371,,396.8254
76928,15 42 30.91,+20 35 55.3,8.23,3.21,1.22,VAR,0.08698,,311.5265
76947,15 42 41.93,+67 03 59.8,7.8,0.68,0.59,LB,17.1,,1470.5883
76957,15 42 50.82,+52 21 39.0,5.48,10.3,0.5,ACV,1.30488,,97.08738
76968,15 42 58.25,-58 06 52.8,7.49,-0.21,1.81,BY:,20.254742,,-4761.905
76970,15 43 00.25,+43 15 55.1,10.14,4.35,1.15,EW,0.640458,,229.88506
76973,15 43 01.61,+80 07 22.3,8.0,8.36,0.68,,nan,,119.61723
76987,15 43 10.97,-37 55 05.5,8.65,4.18,1.17,EB,1.43083,,239.23447
77023,15 43 33.60,-37 10 10.1,8.54,2.83,1.5,L:,297.403931,,353.3569
77027,15 43 36.77,-01 42 37.7,10.48,-3.78,2.74,SRA,380.0,,-264.55026
77037,15 43 47.63,+58 01 27.2,9.32,3.01,0.91,EB,0.816599,,332.22592
77045,15 43 57.94,+22 20 23.2,8.1,7.46,2.19,EA/RS,15.8861,,134.04826
77053,15 44 01.85,+39 34 25.9,7.55,2.88,0.74,VAR,2.45954,,347.2222
77055,15 44 03.46,+77 47 40.2,4.29,8.68,0.47,EA+PULS:,nan,,115.20737
77058,15 44 03.85,-54 59 12.4,8.43,0.63,1.23,M,244.0,,1587.3016
77072,15 44 16.22,-56 09 55.3,7.06,4.88,0.77,VAR,2.1554,,204.91803
77074,15 44 16.98,-35 16 43.6,8.56,2.02,1.37,VAR,53.99568,,495.0495
77077,15 44 17.69,-24 23 43.5,7.59,7.01,1.07,VAR:,nan,,142.65335
77114,15 44 44.94,-87 46 35.2,8.77,4.51,0.81,VAR,nan,,221.72948
77135,15 44 57.70,-34 11 53.5,9.88,6.98,2.92,ROT,0.9191,,143.26648
77144,15 45 01.85,-40 50 30.7,9.46,6.45,1.42,ROT,1.05106,,155.03876
77157,15 45 12.88,-34 17 30.4,10.31,6.29,2.05,TTS/ROT,4.294,,158.98251
77178,15 45 29.46,+55 15 03.2,7.52,1.13,0.61,,nan,,884.95575
77190,15 45 42.69,-46 32 33.1,10.06,9.81,1.86,,nan,,101.9368
77211,15 45 53.10,+82 22 12.3,8.18,7.05,0.62,PULS,0.5707,,141.84396
77227,15 46 05.65,-01 48 14.8,5.39,7.99,0.68,SPB,0.868432,,125.15645
77284,15 46 43.71,+38 19 20.8,10.94,4.0,1.47,SRB,300.0,,250.0
77286,15 46 44.23,-34 40 56.6,5.61,8.4,0.91,,nan,,119.04762
77342,15 47 22.33,-10 17 44.1,7.99,0.16,1.1,,nan,,6250.0
77369,15 47 37.69,-22 05 20.7,11.01,-0.15,2.85,SRD:,156.806549,,-6666.6665
77396,15 48 01.45,-37 40 31.3,7.47,7.84,0.91,,nan,,127.55102
77397,15 48 01.79,+31 44 08.6,6.41,3.96,0.67,VAR,9.14829,,252.52525
77440,15 48 29.91,+62 20 39.4,8.53,4.12,0.74,,nan,,242.71846
77442,15 48 34.42,+28 09 24.4,5.89,0.54,0.72,RCB,nan,,1851.8518
77445,15 48 40.58,+61 26 30.6,8.52,3.37,0.67,LB,nan,,296.7359
77450,15 48 44.41,+18 08 30.4,4.09,9.36,0.81,,nan,,106.83761
77452,15 48 47.87,-54 23 44.3,7.91,1.73,0.96,VAR,nan,,578.03467
77455,15 48 50.49,+12 43 25.1,6.79,4.87,0.98,,nan,,205.33882
77460,15 48 53.53,+36 14 52.6,11.04,0.77,1.6,M,241.17,,1298.7013
77462,15 48 56.29,-38 36 45.0,8.4,1.02,1.23,LB:,nan,,980.39215
77471,15 49 05.06,-15 32 08.6,10.42,3.02,1.84,EA/KE:,1.4379983,,331.12582
77480,15 49 13.68,-52 12 56.9,7.3,1.6,1.03,,nan,,625.0
77488,15 49 19.72,+39 40 27.3,8.46,1.1,0.83,CST,nan,,909.0909
77501,15 49 31.31,+39 34 18.0,10.1,0.51,0.93,M,357.63,,1960.7843
77504,15 49 32.96,+25 27 36.7,8.68,5.72,2.64,E/RS,nan,,174.82518
77511,15 49 34.90,-72 44 07.7,8.62,2.07,0.91,VAR,0.86123,,483.0918
77512,15 49 35.70,+26 04 06.8,4.59,19.71,0.73,RS:,nan,,50.73567
77524,15 49 44.99,-39 25 08.9,10.64,6.63,1.93,ROT,2.2341,,150.82956
77528,15 49 49.65,+47 28 22.4,8.59,14.81,0.81,VAR,0.08663,,67.52194
77532,15 49 51.61,+02 30 02.8,7.15,12.21,0.83,VAR,0.037684,,81.900085
77592,15 50 29.72,+49 14 54.2,9.2,5.37,0.96,VAR:,nan,,186.21974
77598,15 50 32.49,+37 50 07.5,8.69,11.36,0.85,EW,0.376565,,88.028175
77605,15 50 34.31,+34 25 29.6,9.5,1.15,1.17,LB:,nan,,869.56525
77612,15 50 41.09,+66 25 43.8,8.2,4.78,0.64,E,2.4605,,209.20502
77615,15 50 41.74,+15 08 01.4,9.7,3.58,1.51,M,356.41,,279.32962
77619,15 50 46.63,+48 28 59.0,7.69,3.22,0.75,SRB,144.0,,310.559
77623,15 50 49.43,+72 12 40.7,10.1,1.83,1.26,EA/D/RS,6.16862258,,546.44806
77645,15 51 06.81,-55 03 19.9,5.74,0.89,0.89,ACYG:,1.46667,,1123.5956
77657,15 51 14.49,-31 30 26.8,8.96,1.0,1.21,ACV,3.4364,,1000.0
77660,15 51 15.65,-03 05 25.5,5.09,20.47,0.82,VAR:,nan,,48.85198
77662,15 51 15.93,-48 44 58.5,10.97,0.93,3.07,ZAND,1678.0,,1075.2688
77661,15 51 15.94,+20 58 40.4,4.74,8.26,0.71,VAR,5.87648,,121.06537
77663,15 51 16.99,-15 45 02.9,11.94,-0.46,3.15,RRAB,0.5339394,,-2173.913
77681,15 51 32.92,+39 44 09.4,7.9,1.7,0.82,VAR,4.32376,,588.2353
77691,15 51 41.18,-38 09 29.3,9.01,2.13,1.46,SRB,132.275131,,469.48355
77707,15 51 56.66,-09 28 10.0,8.93,27.91,1.27,RS,13.62,,35.829453
77716,15 51 59.90,+32 56 54.3,10.84,-0.46,1.5,VAR,1.12333,,-2173.913
77752,15 52 35.08,-01 01 52.6,7.97,3.07,1.08,ACV,nan,,325.7329
77758,15 52 38.45,-53 26 15.0,7.91,1.92,1.11,RS,99.1,,520.8334
77773,15 52 52.32,+17 33 26.0,9.13,2.64,1.36,HB,13.3,,378.78787
77786,15 53 00.84,-57 35 03.1,8.22,5.77,0.97,VAR,57.67013,,173.31023
77798,15 53 09.79,+06 05 26.0,11.98,-2.77,3.4,DSCT,0.1891505,,-361.01083
77810,15 53 20.02,+04 15 11.4,8.08,24.68,1.35,,nan,,40.51864
77811,15 53 20.06,-20 10 01.2,5.04,9.15,1.04,ACV,3.3136,,109.28962
77813,15 53 20.90,-19 23 53.4,9.25,11.12,1.37,ROT,2.95945,,89.928055
77817,15 53 22.94,-62 36 23.6,6.22,5.23,0.73,,nan,,191.20459
77819,15 53 23.81,+26 18 21.5,9.49,0.33,1.64,,nan,,3030.303
77830,15 53 31.05,+12 57 40.2,11.1,-0.21,2.48,RRAB/BL,0.522072,,-4761.905
77841,15 53 38.92,+25 47 15.2,9.12,-1.33,1.11,LB:,21.140907,,-751.8797
77859,15 53 55.87,-23 58 40.9,5.41,8.3,1.18,SXARI/E,0.508275,,120.481926
77861,15 53 56.25,-18 57 03.3,7.57,3.89,1.01,SRB,nan,,257.0694
77902,15 54 34.66,+20 18 39.1,5.45,5.42,0.76,SRB,nan,,184.50185
77907,15 54 37.88,+43 08 18.3,5.35,5.21,0.55,VAR,10.24066,,191.93858
77909,15 54 39.54,-25 14 37.2,5.87,7.16,1.2,SXARI,1.45937,,139.66481
77910,15 54 40.27,+08 34 49.2,6.28,13.54,1.05,DSCTC,0.2,nan,73.85525
77913,15 54 42.82,-54 33 59.1,9.52,2.78,1.84,DCEP,12.6452,,359.71222
77922,15 54 49.04,+11 30 54.6,7.69,4.65,1.08,E,0.7966,,215.05376
77924,15 54 49.67,+08 35 04.8,8.09,0.14,1.3,,nan,,7142.857
77925,15 54 50.80,-22 54 47.5,10.39,5.86,2.42,VAR,19.892146,,170.64845
77927,15 54 52.64,-60 44 37.1,6.14,1.91,0.91,,nan,,523.56024
77939,15 55 00.37,-19 22 58.4,5.95,5.23,0.98,,nan,,191.20459
77956,15 55 12.41,+26 29 10.1,8.32,8.78,0.98,EA,6.483059,,113.89522
77972,15 55 24.23,-41 55 30.3,8.66,5.56,1.19,EA,29.6924,,179.85611
77982,15 55 29.61,-68 36 10.8,5.11,1.09,0.57,SRD:,600.0,,917.43115
77986,15 55 30.61,+42 33 58.1,5.73,6.77,0.53,GCAS,nan,,147.7105
77990,15 55 32.42,-60 10 38.9,5.78,19.09,0.87,,nan,,52.383446
77993,15 55 37.74,+57 53 30.7,10.51,0.99,2.8,LB:,nan,,1010.101
77994,15 55 39.60,-54 38 36.6,10.4,-0.68,3.89,VAR,nan,,-1470.5883
77997,15 55 40.37,+07 59 19.7,11.61,0.49,2.99,RRAB,0.746566,,2040.8163
78008,15 55 45.34,-24 40 57.1,9.4,13.1,1.74,VAR,1.959075,,76.33588
78012,15 55 47.57,+37 56 48.3,5.43,24.12,0.59,,nan,,41.45937
78020,15 55 50.59,-35 40 33.7,7.75,6.02,1.07,,nan,,166.11296
78034,15 56 01.70,-66 09 09.2,10.44,0.62,3.4,ZZLep,nan,,1612.9032
78053,15 56 09.21,-37 56 05.9,11.57,-4.77,13.79,INT,nan,,-209.6436
78061,15 56 15.37,+31 13 19.5,7.89,1.8,0.9,LB,nan,,555.55554
78078,15 56 33.33,-14 49 45.7,6.11,18.89,0.78,DSCTC,0.05886,,52.938065
78092,15 56 41.90,-42 19 23.1,8.3,5.04,1.18,UXOR,nan,,198.4127
78094,15 56 42.32,-37 49 15.3,11.09,4.34,3.56,CTTS,nan,,230.41473
78104,15 56 53.09,-29 12 50.4,3.87,7.97,0.87,,nan,,125.47052
78120,15 57 05.20,-16 02 03.6,6.53,3.96,0.86,,nan,,252.52525
78137,15 57 18.19,-51 09 08.3,10.37,-1.12,2.16,VAR,nan,,-892.8571
78144,15 57 24.40,+18 36 44.0,11.41,9.09,2.72,,nan,,110.011
78145,15 57 24.60,-54 19 56.1,7.9,1.43,0.9,,nan,,699.3007
78153,15 57 29.87,+39 41 41.9,6.3,8.23,0.62,CST:,nan,,121.50669
78168,15 57 40.47,-20 58 58.9,5.84,7.16,0.87,EA,9.1997,,139.66481
78179,15 57 46.83,-81 31 30.2,8.66,1.38,0.87,LB,25.974026,,724.6377
78183,15 57 48.81,-23 31 38.1,6.77,8.18,1.07,ACV,0.803,,122.24938
78206,15 58 10.54,+26 14 30.1,9.77,1.26,1.67,,nan,,793.6508
78207,15 58 11.38,-14 16 45.5,4.95,6.36,0.79,GCAS,nan,,157.2327
78209,15 58 13.31,+28 16 21.9,9.35,2.45,1.19,LB:,nan,,408.16327
78212,15 58 15.56,+56 06 39.7,9.75,-0.69,1.0,VAR,6.15536,,-1449.2754
78226,15 58 25.69,+43 12 49.4,7.42,5.62,0.62,VAR,1.141,,177.93594
78227,15 58 26.63,-23 50 20.4,11.76,-3.69,4.04,VAR,15.99575,,-271.00272
78231,15 58 28.33,-62 03 37.6,8.5,0.56,1.0,EA,2.379818,,1785.7142
78234,15 58 30.45,+26 51 11.3,8.53,3.03,1.11,ROT,nan,,330.03302
78235,15 58 30.80,+36 01 19.7,7.33,2.53,0.67,SRA,332.2,,395.25693
78246,15 58 34.87,-24 49 53.1,5.43,6.68,0.82,SXARI,0.9789,,149.7006
78265,15 58 51.12,-26 06 50.6,2.89,7.1,0.84,ELL,1.570103,,140.84508
78266,15 58 52.14,-49 06 43.1,8.96,4.79,1.3,ACV,1.29857,,208.76826
78278,15 58 58.08,+24 37 17.0,8.8,4.98,1.26,,nan,,200.8032
78286,15 59 04.38,+49 52 52.2,6.04,20.4,0.53,GDOR,0.323864,,49.019608
78300,15 59 18.26,+30 22 46.7,8.78,5.13,1.06,VAR,nan,,194.93176
78307,15 59 20.56,+19 46 47.3,10.95,-16.33,7.71,M,283.5,,-61.236988
78310,15 59 23.75,-58 43 34.4,7.07,-1.91,0.81,ACYG:,nan,,-523.56024
