HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
78317,15 59 28.40,-40 21 51.1,11.41,9.26,2.83,UXOR/ROT,3.8,,107.991356
78319,15 59 29.03,+25 26 05.3,7.79,-0.34,0.97,,nan,,-2941.1765
78322,15 59 30.17,+25 55 12.5,10.08,-1.61,1.63,NR+ELL,227.6,,-621.118
78324,15 59 30.89,-40 51 54.4,8.19,5.98,1.0,,nan,,167.22408
78325,15 59 33.29,+64 53 36.1,7.52,3.0,0.56,,nan,,333.33334
78332,15 59 41.26,-10 47 56.6,9.76,12.65,3.8,VAR,0.08421,,79.051384
78345,15 59 49.53,-36 28 27.5,11.0,13.78,3.22,ROT,2.8021,,72.56894
78346,15 59 50.03,-64 51 14.9,6.89,0.89,0.79,,nan,,1123.5956
78354,15 59 53.44,-07 53 16.5,8.59,8.07,1.25,MISC,79.49,,123.91574
78367,15 59 57.84,-40 39 11.1,6.51,1.99,0.79,,nan,,502.51257
78376,16 00 01.81,+49 54 00.2,7.95,7.39,0.65,GDOR,0.68089,,135.318
78377,16 00 02.16,+00 37 25.0,7.2,2.38,0.93,VAR,0.08909,,420.16806
78398,16 00 18.53,-33 36 08.6,8.91,0.78,1.36,VAR,6.12895,,1282.0513
78401,16 00 20.01,-22 37 17.8,2.29,8.12,0.88,GCAS,nan,,123.15271
78409,16 00 23.58,+15 40 02.9,7.92,4.18,1.06,PULS,0.13146,,239.23447
78417,16 00 32.28,+46 55 25.6,11.41,1.24,1.68,RRAB/BL,0.470028,,806.4516
78420,16 00 34.93,-20 27 03.4,9.47,5.12,2.14,VAR,2.424355,,195.3125
78434,16 00 46.89,-72 27 46.1,6.58,2.33,0.65,,nan,,429.18457
78435,16 00 46.89,-39 05 18.2,6.67,6.44,0.83,DSCTC,nan,,155.2795
78441,16 00 50.58,-68 06 58.9,8.76,-0.61,1.06,BE,nan,,-1639.3442
78472,16 01 08.12,-22 10 05.5,8.98,4.69,1.29,DSCT,0.07077,,213.21962
78476,16 01 10.72,-63 46 35.5,6.42,1.59,0.72,DCEP,6.32351,,628.9308
78483,16 01 18.43,-26 52 21.3,9.39,6.65,1.6,ROT,1.108,,150.37593
78491,16 01 25.33,-66 50 54.8,7.36,2.21,0.96,SRB,nan,,452.48868
78493,16 01 26.59,+29 51 03.9,4.98,9.29,0.61,ACV:,nan,,107.642624
78497,16 01 28.61,+26 24 16.5,8.37,4.56,1.23,,nan,,219.29825
78509,16 01 39.77,-05 41 41.5,9.05,0.67,1.29,LB,113.242737,,1492.5372
78512,16 01 41.02,+66 48 10.2,9.76,-1.72,0.98,ZAND,548.65,,-581.3953
78519,16 01 47.54,+51 20 51.8,8.61,16.81,0.75,RS,nan,,59.488403
78523,16 01 51.54,-28 22 26.1,8.81,11.61,2.95,EA,2.18694,,86.132645
78526,16 01 53.04,-64 24 00.8,7.81,2.81,0.9,EA,2.069719,,355.8719
78533,16 01 58.87,-37 32 03.5,7.39,8.07,0.99,ACV:,2.79286,,123.91574
78534,16 02 00.42,-11 17 32.5,9.31,0.0,1.62,LB,30.248034,,inf
78539,16 02 03.79,+17 28 50.4,10.87,4.25,2.01,RRC/BL,0.230808,,235.29411
78542,16 02 05.56,+52 54 57.6,5.93,3.98,0.5,VAR,0.89064,,251.25629
78549,16 02 13.56,-22 41 15.0,7.33,8.26,0.9,,nan,,121.06537
78560,16 02 26.71,+16 19 49.2,9.95,-0.78,1.77,SR,407.0,,-1282.0513
78563,16 02 29.08,-26 08 52.9,7.5,3.82,1.22,SRB,nan,,261.78012
78568,16 02 35.71,-66 22 40.5,8.53,7.36,1.84,,nan,,135.86957
78574,16 02 39.23,+47 14 24.7,6.52,7.26,0.7,SRB,102.0,,137.74104
78581,16 02 44.17,-30 40 01.3,9.07,11.41,1.21,ROT,1.132,,87.64242
78582,16 02 44.55,-66 33 31.1,9.32,1.89,1.97,,nan,,529.1005
78617,16 02 59.92,+70 06 50.2,8.33,2.32,0.67,VAR,0.73443,,431.0345
78625,16 03 04.64,+21 52 46.9,8.78,3.37,1.31,VAR,0.08844,,296.7359
78632,16 03 09.37,+59 24 38.9,6.19,3.69,0.57,VAR,5.92031,,271.00272
78650,16 03 20.67,-25 51 54.5,4.96,15.39,0.91,E,19.892153,,64.97726
78655,16 03 24.20,-38 36 08.9,4.9,6.19,0.76,CST:,nan,,161.55089
78659,16 03 28.90,-60 29 12.7,8.4,0.86,0.96,,nan,,1162.7906
78682,16 03 44.47,-60 29 54.4,7.12,0.79,0.74,GCAS,nan,,1265.8228
78684,16 03 45.38,-43 55 49.0,9.7,7.0,2.41,ROT,1.25423,,142.85715
78689,16 03 49.35,-62 41 35.8,10.09,1.63,1.77,WR,nan,,613.49695
78690,16 03 49.85,+17 48 09.8,6.75,5.84,0.85,,nan,,171.23288
78695,16 03 52.89,+03 43 38.0,8.16,3.6,1.2,,nan,,277.77777
78704,16 04 00.75,-19 06 15.3,9.14,15.28,1.47,VAR,14.105339,,65.44503
78705,16 04 02.14,+09 59 41.0,8.53,1.92,1.33,SRB,45.01,,520.8334
78706,16 04 02.18,-47 28 33.9,9.34,2.16,1.43,MISC,305.0,,462.96295
78707,16 04 02.42,-43 16 52.8,8.77,6.41,1.29,,nan,,156.00624
78713,16 04 08.26,+10 00 22.7,8.02,4.27,1.08,VAR,83.0,,234.19203
78721,16 04 13.41,+50 29 57.0,8.7,-0.74,0.75,SRB,239.7,,-1351.3513
78722,16 04 13.50,+34 10 43.5,6.78,6.96,0.67,HB,4.382,,143.67816
78726,16 04 17.84,-33 12 49.1,6.1,8.14,0.86,BCEPS,nan,,122.85012
78731,16 04 21.32,-53 42 37.2,6.46,3.11,0.71,ACV,5.2,,321.54343
78743,16 04 30.56,-28 55 51.7,7.51,1.57,1.01,VAR,139.86014,,636.9426
78746,16 04 36.14,-24 06 00.5,9.12,2.4,3.95,SRB,162.1,,416.66666
78749,16 04 38.37,-43 20 24.1,9.04,4.52,2.28,,nan,,221.23894
78756,16 04 44.50,-39 26 04.5,6.95,5.97,0.95,ACV,1.8489,,167.5042
78760,16 04 48.71,+25 14 40.0,9.54,7.51,3.35,,nan,,133.15579
78771,16 04 55.23,-51 57 12.6,11.48,-5.57,3.47,DCEP,10.78618,,-179.5332
78773,16 04 56.99,+13 08 09.3,8.52,2.79,1.34,,nan,,358.42294
78777,16 04 57.39,+27 38 19.7,9.1,0.2,1.17,LB:,nan,,5000.0
78779,16 04 58.80,+10 56 54.0,8.31,3.97,1.04,VAR,0.1026,,251.88916
78781,16 05 01.13,-39 12 59.9,7.8,3.34,1.04,SRB,nan,,299.4012
78797,16 05 09.96,-53 55 09.9,9.95,-0.23,1.81,DCEP,6.19819,,-4347.826
78803,16 05 15.51,-56 20 23.6,7.22,0.36,0.94,LC:,nan,,2777.7776
78808,16 05 18.91,-49 30 08.1,10.1,0.36,5.34,EA,3.974103,,2777.7776
78810,16 05 19.74,-54 10 46.4,7.96,1.8,1.15,LB:,nan,,555.55554
78820,16 05 26.23,-19 48 19.4,2.56,6.15,1.12,,nan,,162.60162
78844,16 05 40.42,+30 55 01.4,8.28,2.65,1.0,LB:,nan,,377.3585
78858,16 05 52.27,+09 56 09.3,6.93,5.05,0.91,,nan,,198.01979
78872,16 06 00.71,-21 43 59.5,9.8,-2.47,3.03,M,343.03,,-404.8583
78873,16 06 01.25,+13 19 45.3,8.0,5.05,1.46,VAR:,nan,,198.01979
78877,16 06 06.38,-23 36 22.5,5.9,6.7,0.86,SXARI,1.49498,,149.25374
78880,16 06 07.56,-13 53 26.9,8.03,-0.02,1.37,LB:,nan,,-50000.0
78891,16 06 17.38,+62 45 46.0,10.69,3.38,1.15,EW,0.57902455,,295.85797
78918,16 06 35.56,-36 48 08.0,4.22,7.94,0.83,VAR:,nan,,125.94458
78919,16 06 39.01,-26 25 01.6,9.28,4.43,1.45,EA,11.11641,,225.73364
78925,16 06 41.89,+02 19 25.3,9.52,-1.12,1.5,LB:,19.400737,,-892.8571
78937,16 06 51.41,-21 51 49.8,7.84,11.08,1.07,GDOR,0.4415,,90.25271
78942,16 06 57.33,+55 26 13.5,8.35,3.71,0.66,EA,4.020534,,269.54178
78949,16 07 01.12,-03 52 40.1,7.43,2.25,0.95,LB,nan,,444.44446
78957,16 07 07.91,+16 53 37.7,8.6,7.37,2.47,,nan,,135.68521
78959,16 07 08.67,+32 22 46.5,9.27,3.49,1.23,SRB:,nan,,286.53296
78963,16 07 12.68,-27 05 57.9,8.53,5.91,1.31,DSCT,0.157628,,169.20474
78965,16 07 13.32,-10 19 28.4,9.74,4.32,1.9,EA,1.45778,,231.48148
78975,16 07 17.43,-17 52 30.3,9.4,10.36,1.53,VAR,5.259618,,96.5251
78976,16 07 17.67,+09 55 52.4,10.13,2.46,3.29,M,239.0,,406.50406
78977,16 07 17.79,-22 03 36.3,8.7,8.8,1.38,EA/RS+EA,1.627803,,113.63636
78978,16 07 19.01,-62 54 38.0,8.06,1.31,1.07,DCEP(B),2.568423,,763.3588
78988,16 07 24.09,-28 51 56.7,9.05,4.13,1.33,VAR,0.39655,,242.13074
78990,16 07 24.30,-20 52 07.2,4.31,12.32,0.89,,nan,,81.16883
78994,16 07 27.26,+24 54 30.3,8.34,1.94,0.93,SRD:,103.5,,515.4639
79015,16 07 42.05,-16 30 56.8,9.38,4.06,1.36,VAR,9.126986,,246.30542
79025,16 07 45.98,+29 10 41.8,9.45,6.71,2.68,VAR,380.22814,,149.0313
79038,16 07 59.78,-55 07 49.6,9.23,-0.44,1.32,BE,nan,,-2272.7273
79043,16 08 04.55,+17 02 49.2,5.0,8.4,1.23,,nan,,119.04762
79050,16 08 07.52,-26 19 36.0,5.35,7.67,0.8,VAR,7.61267,,130.3781
79055,16 08 10.84,-53 04 44.2,6.86,-0.5,0.82,LC,nan,,-2000.0
79057,16 08 12.54,+37 36 00.5,10.0,-0.15,1.26,LB:,nan,,-6666.6665
79061,16 08 17.02,-17 08 05.3,8.59,2.95,1.23,EB/GS,1.7587,,338.98303
79064,16 08 20.80,-25 07 37.6,8.62,1.58,1.27,ACV,4.9549,,632.9114
79069,16 08 27.37,+86 11 59.4,8.59,2.24,0.75,EA/SD,1.7011374,,446.42856
79072,16 08 28.08,+08 32 03.6,5.69,5.74,0.9,SR,nan,,174.21603
79076,16 08 32.00,-67 19 20.0,9.03,-0.06,1.19,ACV,22.213,,-16666.668
79079,16 08 32.98,-62 58 54.7,6.88,3.62,0.73,ACV,4.41,,276.2431
79080,16 08 34.29,-39 06 18.1,7.0,4.81,0.87,UXOR,nan,,207.9002
79081,16 08 34.57,-39 05 34.1,6.65,4.15,0.83,ACV:,2.0,nan,240.96385
79083,16 08 35.15,-20 45 29.4,8.41,6.29,1.37,VAR,3.68548,,158.98251
79085,16 08 35.84,-20 48 26.8,11.47,-6.0,3.14,SRB,45.98,,-166.66667
79086,16 08 36.53,+08 36 47.7,6.47,6.97,1.04,SR,nan,,143.47203
79090,16 08 39.38,+22 38 57.3,10.0,9.41,1.88,,nan,,106.26993
79097,16 08 43.68,-25 22 36.4,8.76,5.85,1.2,VAR,3.831081,,170.94017
79098,16 08 43.73,-23 41 07.3,5.86,7.65,0.77,ACV,2.69,,130.71895
79101,16 08 46.20,+44 56 05.3,4.23,14.27,0.52,ACV:,7.0225,,70.07708
79102,16 08 46.64,+17 12 20.6,6.13,8.88,0.85,,nan,,112.61261
79106,16 08 48.44,+01 50 47.3,8.21,1.0,1.05,LB:,nan,,1000.0
79111,16 08 49.81,+14 07 22.3,9.09,1.08,1.48,,nan,,925.9259
79122,16 09 02.16,-09 38 52.0,7.25,15.22,0.92,GDOR,0.46553,,65.70302
79133,16 09 09.05,-56 03 28.6,6.51,1.32,0.78,,nan,,757.57574
79142,16 09 13.65,-29 18 15.5,9.12,5.61,1.79,VAR,0.568973,,178.25311
79154,16 09 19.33,+27 22 32.2,8.16,5.47,0.95,,nan,,182.81537
79158,16 09 21.89,-35 44 11.6,8.98,0.55,1.94,ELL,173.35,,1818.1818
79162,16 09 24.80,+30 52 00.9,9.62,3.12,1.49,LB:,nan,,320.51282
79171,16 09 31.20,+67 21 54.0,9.11,4.13,0.81,VAR:,nan,,242.13074
79178,16 09 38.06,+05 52 37.6,9.24,5.83,1.55,RS,12.25,,171.5266
79187,16 09 41.41,+00 49 11.6,6.68,1.57,0.86,VAR,263.15789,,636.9426
79195,16 09 50.53,-03 28 00.2,5.39,6.6,0.91,VAR:,nan,,151.51515
79207,16 09 59.15,-48 34 27.9,8.4,1.31,1.14,SRD:,86.58525,,763.3588
79212,16 10 00.02,-66 09 30.2,8.42,4.06,2.28,EA/D,2.709149,,246.30542
79216,16 10 01.88,+81 08 38.6,7.91,4.98,0.65,,nan,,200.8032
79230,16 10 10.56,-40 07 43.7,7.07,1.48,1.1,MISC,472.9,,675.67566
79233,16 10 14.51,+25 04 14.4,11.43,1.89,1.82,M,485.6,,529.1005
79235,16 10 15.93,-26 54 32.6,6.59,5.73,0.86,ACV,1.4178,,174.52007
79247,16 10 23.38,-29 17 00.0,8.06,4.44,1.27,LB,nan,,225.22522
79252,16 10 28.89,-22 13 47.6,9.62,8.29,1.87,ROT,2.281,,120.627266
79253,16 10 29.58,+73 53 04.6,9.62,0.36,0.9,LB:,nan,,2777.7776
79261,16 10 36.50,-53 52 09.1,7.94,-0.45,1.14,,nan,,-2222.2222
79277,16 10 48.28,+07 46 45.2,8.4,3.15,1.27,LB,nan,,317.4603
79279,16 10 49.15,-48 47 41.7,8.26,4.11,1.58,,nan,,243.30899
79283,16 10 53.31,+29 08 30.0,9.19,-0.77,1.24,SRB,nan,,-1298.7013
79284,16 10 53.48,+71 18 26.5,8.51,6.61,0.7,,nan,,151.28593
79331,16 11 27.26,+23 49 11.7,9.23,3.75,1.24,LB:,nan,,266.66666
79337,16 11 29.75,+09 42 43.4,6.52,7.6,0.81,PULS,0.1272,,131.57895
79340,16 11 32.29,+74 39 11.1,8.83,0.44,0.7,,nan,,2272.7273
79341,16 11 32.81,-18 00 01.8,9.31,6.28,1.47,VAR,5.189256,,159.23566
79347,16 11 37.65,+41 50 35.3,8.61,1.98,0.86,LB:,nan,,505.0505
79349,16 11 38.05,+23 29 41.4,5.74,5.76,0.72,SR,nan,,173.6111
79350,16 11 39.60,+33 20 33.8,6.3,6.33,0.68,CST:,nan,,157.97789
79367,16 11 53.89,+68 07 32.9,10.9,4.27,3.16,VAR,67.06908,,234.19203
79397,16 12 14.56,-26 28 45.8,9.33,4.79,1.5,VAR,1.959076,,208.76826
79399,16 12 16.05,-28 25 01.9,5.67,10.94,0.91,,nan,,91.407684
79404,16 12 18.21,-27 55 34.7,4.58,6.97,0.79,R+PULS,5.77102,,143.47203
79409,16 12 21.49,+42 59 19.2,8.57,1.14,0.86,,nan,,877.193
79440,16 12 44.92,-54 19 06.9,10.04,3.71,6.31,,nan,,269.54178
79442,16 12 45.62,-26 21 55.8,9.44,5.73,1.62,VAR,3.486715,,174.52007
79446,16 12 47.52,+22 15 59.1,8.23,1.41,1.08,VAR,18.90717,,709.21985
79458,16 12 54.51,-34 39 20.4,10.41,-1.95,2.04,BCEP,0.1824448,,-512.8205
79476,16 13 11.60,-22 29 06.4,8.83,7.66,1.15,UXOR,nan,,130.54831
79479,16 13 12.30,-34 18 24.8,7.39,2.72,0.99,SRB,nan,,367.64706
79490,16 13 16.97,-53 40 16.2,6.03,0.66,0.89,LC:,nan,,1515.1515
79500,16 13 24.98,-15 46 24.5,9.18,6.6,1.38,VAR,4.550111,,151.51515
79526,16 13 43.70,+46 38 22.7,8.32,11.89,1.18,,nan,,84.10429
79529,16 13 45.46,-08 07 04.8,6.84,5.87,0.96,VAR:,nan,,170.35776
79530,16 13 45.50,-24 25 19.4,6.4,7.2,0.95,SXARI,1.6956,,138.88889
79539,16 13 50.51,+06 59 38.1,7.41,4.47,0.93,PULS,0.1752,,223.71365
79543,16 13 52.34,+16 26 03.4,7.74,0.06,1.06,SRB,37.926824,,16666.668
79552,16 13 58.13,-28 15 09.4,7.95,6.88,1.24,VAR,1.362238,,145.34883
79562,16 14 04.62,-02 20 19.6,8.43,6.09,1.32,VAR:,nan,,164.20361
79579,16 14 12.28,-17 25 03.2,9.32,7.95,1.53,VAR,6.716829,,125.78616
79625,16 14 54.75,-53 20 18.3,10.36,4.45,2.06,DCEP,3.452955,,224.71912
79633,16 14 59.14,-14 38 20.1,8.14,10.98,1.09,VAR,0.33357,,91.074684
79634,16 15 01.28,+11 29 24.8,7.55,10.03,1.04,,nan,,99.7009
79644,16 15 10.45,-22 07 09.8,10.2,5.03,1.64,VAR,0.876603,,198.80714
79659,16 15 23.80,+33 19 48.3,8.89,3.57,1.02,LB,nan,,280.11206
79674,16 15 40.02,-52 22 13.0,8.79,-0.95,1.27,,nan,,-1052.6316
79678,16 15 42.54,+44 33 09.4,8.85,10.26,0.82,,nan,,97.46588
79684,16 15 46.88,-25 07 16.6,7.74,14.48,1.02,VAR,1.966525,,69.060776
79688,16 15 47.67,-29 00 38.6,8.85,-0.7,1.26,,nan,,-1428.5714
79692,16 15 51.49,-14 50 56.8,6.09,5.31,0.77,,nan,,188.32391
79712,16 16 04.73,+02 18 08.2,9.6,3.68,1.64,LB:,31.157435,,271.73914
79721,16 16 14.62,+54 12 57.1,9.97,5.41,0.99,VAR,0.09893,,184.8429
79734,16 16 22.95,-25 03 46.5,8.39,4.07,1.75,VAR,0.632527,,245.70024
79739,16 16 25.18,-24 59 19.3,7.92,5.56,1.16,SPB,0.412077,,179.85611
79741,16 16 28.10,-36 44 53.3,9.19,15.33,1.32,VAR,0.09118,,65.231575
79747,16 16 32.26,-78 08 00.0,9.18,1.15,0.96,EB,2.44463,,869.56525
79754,16 16 43.27,-53 48 40.0,5.45,4.05,0.82,SRB,nan,,246.91357
79757,16 16 44.77,+29 09 01.1,5.8,3.95,0.68,,nan,,253.16455
79763,16 16 45.99,-08 25 47.2,8.56,1.06,1.17,LB:,nan,,943.3963
79798,16 17 09.31,+29 25 41.8,7.53,5.55,0.86,DSCT,0.12798,,180.18018
79804,16 17 15.34,+59 45 17.9,5.37,4.96,0.49,SRB,35.57,,201.6129
79849,16 17 52.22,-55 12 41.1,7.67,3.22,0.96,VAR,11.00231,,310.559
79880,16 18 17.47,-46 26 59.2,7.48,2.92,1.08,LB,nan,,342.46576
79882,16 18 19.24,-04 41 33.4,3.23,30.34,0.79,PULS,nan,,32.95979
79891,16 18 24.89,-57 49 33.0,9.31,1.38,1.26,GCAS,nan,,724.6377
79897,16 18 28.26,-23 16 27.3,7.51,5.86,0.95,SPB,0.42286,,170.64845
79908,16 18 38.58,-38 39 11.5,9.05,8.3,1.4,MISC,3093.0,,120.481926
79932,16 18 51.83,-57 53 59.2,6.54,1.19,0.75,DCEP,9.75411,,840.3361
79942,16 19 06.07,-07 19 09.7,7.82,3.59,1.09,VAR,0.71395,,278.55154
79949,16 19 09.73,-54 17 03.3,8.12,1.17,2.25,LB:,nan,,854.70087
79958,16 19 15.85,-55 30 17.2,9.25,36.13,1.34,BY,2.329,,27.67783
79961,16 19 17.09,-58 05 28.9,7.67,1.11,1.0,,nan,,900.9009
79970,16 19 23.02,-40 56 38.8,8.9,3.15,1.19,EA,4.00305,,317.4603
79974,16 19 25.87,+29 42 47.9,11.43,-0.26,2.02,RRC,0.33169,,-3846.154
79992,16 19 44.45,+46 18 47.8,3.91,10.37,0.53,SPB,1.2497,,96.432014
80004,16 19 51.99,-14 38 35.2,8.2,4.19,1.1,LB:,nan,,238.66348
80020,16 20 04.08,+45 12 59.9,9.19,2.78,0.83,RR:,0.491812,,359.71222
80021,16 20 04.29,+21 07 57.9,6.04,9.46,0.7,VAR:,nan,,105.708244
80022,16 20 04.52,-69 57 48.1,8.67,1.53,2.28,EA,5.66215,,653.5948
80024,16 20 05.50,-20 03 22.8,7.36,6.98,0.95,ACV,3.9209,,143.26648
80027,16 20 09.84,-25 51 26.2,9.54,4.4,1.59,ACV,nan,,227.27272
80040,16 20 17.03,+33 03 11.9,8.37,1.02,0.98,L,nan,,980.39215
80042,16 20 18.22,+36 58 32.3,6.57,3.74,0.69,,nan,,267.37967
80047,16 20 20.84,-78 41 44.4,4.68,4.26,0.57,SR,nan,,234.74178
80059,16 20 28.14,-21 30 32.3,8.58,9.97,1.22,VAR,3.616755,,100.3009
80060,16 20 28.24,-12 54 40.0,6.56,10.96,0.87,EA,2.719107,,91.240875
80073,16 20 34.97,+34 37 40.3,8.86,2.91,0.94,SRB,nan,,343.6426
80076,16 20 36.37,+41 02 53.4,8.72,7.39,0.88,EP+HB,5.6334675,,135.318
80079,16 20 38.18,-24 10 09.4,4.55,2.77,0.76,,nan,,361.01083
80100,16 21 04.44,+37 39 32.1,9.14,2.19,1.12,LB:,nan,,456.621
80102,16 21 05.75,+58 27 02.8,12.79,1.73,3.37,RRC,0.321017,,578.03467
80112,16 21 11.32,-25 35 33.9,2.9,4.44,0.81,BCEP,0.246839,,225.22522
80119,16 21 15.88,-30 06 04.2,8.27,6.85,1.16,VAR,0.0485,,145.9854
80123,16 21 18.41,-27 13 53.5,8.89,3.29,1.24,VAR,1.966526,,303.9514
80136,16 21 23.56,-53 02 04.1,8.54,-0.31,1.3,,nan,,-3225.8064
80142,16 21 27.04,-48 11 18.8,6.51,7.38,0.88,,nan,,135.50136
80169,16 21 55.09,-21 28 41.5,10.13,6.0,1.74,EC|DSCT|DSCTr|ESD,0.209918,,166.66667
80170,16 21 55.24,+19 09 10.9,3.74,16.69,0.73,SRD:,nan,,59.916115
80186,16 22 14.38,-43 12 00.7,7.62,6.34,1.05,,nan,,157.7287
80196,16 22 19.91,-24 21 48.0,9.35,5.54,3.57,,nan,,180.50542
80197,16 22 21.42,+33 47 56.9,5.2,5.87,0.58,VAR,4.41014,,170.35776
80198,16 22 21.67,-31 15 03.9,8.21,3.56,1.18,,nan,,280.8989
80199,16 22 21.89,-32 19 53.0,9.45,21.51,4.17,VAR:,nan,,46.490005
80204,16 22 25.24,-56 25 24.1,8.17,-0.16,0.99,VAR,31.39717,,-6250.0
80214,16 22 29.22,+33 42 12.1,5.4,5.98,0.58,CST:,nan,,167.22408
80222,16 22 35.86,-50 32 37.8,8.21,4.77,1.26,EB,3.19288,,209.6436
80224,16 22 36.73,-24 22 58.4,8.6,7.14,1.13,VAR,1.944346,,140.05603
80223,16 22 37.00,+88 36 21.7,8.32,3.37,0.94,VAR,22.72727,,296.7359
80235,16 22 51.05,+61 26 07.8,7.88,1.59,0.59,,nan,,628.9308
80248,16 22 59.47,-07 12 32.2,7.47,4.07,1.1,LB:,nan,,245.70024
80257,16 23 04.58,+19 30 21.4,7.39,5.53,0.91,ELL,1.40582,,180.83182
80259,16 23 05.12,+30 51 00.6,9.54,0.92,1.3,SRB,90.0,nan,1086.9565
80261,16 23 05.93,-00 51 22.2,7.46,7.85,1.37,PULS,0.15221,,127.388535
80263,16 23 06.67,+70 47 48.6,7.58,1.8,0.59,VAR,nan,,555.55554
80269,16 23 07.93,-18 45 24.0,9.62,10.56,1.39,VAR,17.050416,,94.69697
80272,16 23 09.43,+80 21 04.6,7.73,5.28,0.66,,nan,,189.39394
80290,16 23 22.95,-26 22 16.1,9.6,12.29,1.53,ROT,1.513,,81.36697
80300,16 23 33.78,-39 13 46.2,11.01,78.04,2.4,,nan,,12.813941
80302,16 23 35.69,+21 03 27.2,8.08,5.18,0.89,ROT,73.56,,193.0502
80320,16 23 53.87,-29 46 39.9,9.28,6.68,1.34,ROT,2.897,,149.7006
80323,16 23 56.53,-52 17 52.2,8.74,0.26,1.28,VAR,2.83664,,3846.154
80331,16 23 59.51,+61 30 50.7,2.73,37.18,0.45,,nan,,26.896181
80337,16 24 01.24,-39 11 34.8,5.37,77.69,0.86,,nan,,12.871669
80355,16 24 12.96,-23 30 00.9,8.83,13.74,1.23,VAR,3.373018,,72.780205
80358,16 24 13.65,-47 35 14.6,9.27,15.53,1.5,,nan,,64.3915
80365,16 24 18.67,-59 20 38.5,11.18,0.83,5.29,RCB,45.395447,,1204.8193
80367,16 24 19.97,-64 03 42.2,8.49,5.82,1.04,,nan,,171.8213
80375,16 24 25.33,+55 12 18.2,5.75,8.9,0.49,ACV,nan,,112.35956
80387,16 24 30.44,-27 09 03.9,7.47,8.27,1.07,VAR:,nan,,120.918976
80390,16 24 31.77,-37 33 57.5,5.42,6.97,0.77,ELL:,nan,,143.47203
80395,16 24 36.32,-65 43 18.3,8.8,2.87,1.21,ACV,1.85772,,348.43207
80399,16 24 39.73,-29 42 16.1,5.4,31.82,1.12,CST,nan,,31.426775
80402,16 24 41.22,-06 32 30.0,11.15,0.08,2.47,RRAB/BL:,0.3970242,,12500.0
80405,16 24 43.72,-34 53 37.4,7.01,1.69,0.95,EA/DM,1.7309,,591.71594
80408,16 24 45.38,-53 27 51.3,9.02,-0.11,1.93,BCEP,0.1867509,,-9090.909
80432,16 25 05.01,+29 15 04.0,8.91,0.33,1.21,SRB,71.6,,3030.303
80435,16 25 06.75,+24 03 23.7,7.76,2.21,0.82,RS:,nan,,452.48868
80442,16 25 15.01,-09 51 53.2,8.38,7.36,2.62,GDOR,0.60491785,,135.86957
80444,16 25 15.84,+19 14 23.3,7.0,1.63,0.85,SRB:,16.77,,613.49695
80448,16 25 17.67,-49 08 51.5,7.33,22.04,2.82,RS:,nan,,45.372047
80458,16 25 24.11,-21 41 18.5,9.18,9.8,1.7,roAm,0.014594,,102.04082
80463,16 25 24.93,+14 02 00.3,4.57,13.87,0.94,ACV,2.951,,72.09805
80474,16 25 35.09,-23 24 18.5,7.27,7.76,0.96,VAR,0.86387,,128.86598
80478,16 25 39.14,-29 24 01.5,7.66,2.52,0.96,ACV,4.3359,,396.8254
80480,16 25 43.53,+78 57 49.0,5.55,23.61,0.52,PULS,0.0505,,42.354935
80488,16 25 47.48,+18 53 33.0,8.31,1.64,1.31,M,404.0,,609.7561
80491,16 25 49.24,-27 49 08.9,9.19,17.51,1.36,VAR,6.716836,,57.11022
80498,16 25 54.04,+13 49 26.4,8.85,1.92,1.41,,nan,,520.8334
80503,16 25 59.58,+78 27 49.8,8.9,-0.9,0.79,SRB,nan,,-1111.1111
80523,16 26 17.89,+23 03 52.9,7.88,1.93,0.98,SRB,0.491043,,518.1347
80529,16 26 22.66,-53 25 56.4,7.94,0.33,1.1,VAR,18.20167,,3030.303
80531,16 26 23.92,-56 53 04.2,7.83,1.1,0.94,ACV:,5.4307,,909.0909
80535,16 26 29.92,-27 41 20.0,8.63,8.25,1.21,VAR,2.071548,,121.21212
80541,16 26 38.20,+37 45 53.6,8.68,0.38,0.87,LB:,nan,,2631.579
80540,16 26 38.25,-52 04 54.6,9.88,-0.49,7.59,,nan,,-2040.8163
80545,16 26 40.99,-59 46 08.9,8.48,2.2,1.01,EA,4.94787,,454.54544
80547,16 26 41.35,+33 50 42.1,9.72,1.61,2.21,BY,23.1808,,621.118
80548,16 26 43.30,+10 59 26.2,6.68,2.79,0.84,SR,nan,,358.42294
80550,16 26 43.71,-12 25 35.9,8.61,3.65,1.23,M,297.21,,273.9726
80557,16 26 49.85,-48 02 39.5,7.2,5.26,1.52,ELL:,2.7295,,190.11406
80563,16 26 56.74,-43 47 57.1,7.91,1.23,1.03,BCEP,0.144921,,813.0081
80565,16 26 57.13,-27 08 19.7,9.46,3.98,1.34,VAR,0.055579,,251.25629
80569,16 27 01.44,-18 27 22.3,4.22,6.67,0.74,GCAS+LERI,0.649,nan,149.92503
80580,16 27 10.35,-47 45 55.4,9.73,7.16,2.29,LB:,nan,,139.66481
80585,16 27 12.38,+49 57 02.5,8.9,7.57,0.76,,nan,,132.10039
80598,16 27 21.34,+06 16 14.8,8.98,1.57,1.22,VAR,9.29973,,636.9426
