wav,rprs
 1.36007,0.1409130
 1.36289,0.1411265
 1.36573,0.1408371
 1.36857,0.1406781
 1.37141,0.1410290
 1.37426,0.1406249
 1.37712,0.1413012
 1.37999,0.1410372
 1.38286,0.1409902
 1.38573,0.1413168
 1.38861,0.1409143
 1.39150,0.1413866
 1.39439,0.1412212
 1.39729,0.1414108
 1.40020,0.1414008
 1.40311,0.1410216
 1.40603,0.1414606
 1.40895,0.1412642
 1.41188,0.1410056
 1.41482,0.1412557
 1.41776,0.1415236
 1.42071,0.1412358
 1.42366,0.1414528
 1.42662,0.1413891
 1.42959,0.1411601
 1.43256,0.1411355
 1.43554,0.1412629
 1.43853,0.1410898
 1.44152,0.1413656
 1.44452,0.1413236
 1.44752,0.1411462
 1.45053,0.1408062
 1.45355,0.1413207
 1.45657,0.1417314
 1.45960,0.1409798
 1.46263,0.1412903
 1.46567,0.1413529
 1.46872,0.1410530
 1.47178,0.1410850
 1.47484,0.1413797
 1.47790,0.1415247
 1.48098,0.1412615
 1.48406,0.1412095
 1.48714,0.1409393
 1.49023,0.1411289
 1.49333,0.1410325
 1.49644,0.1410213
 1.49955,0.1410190
 1.50267,0.1410189
 1.50579,0.1408951
 1.50892,0.1409945
 1.51206,0.1409671
 1.51521,0.1409726
 1.51836,0.1408208
 1.52151,0.1406927
 1.52468,0.1408383
 1.52785,0.1408248
 1.53103,0.1408707
 1.53421,0.1409305
 1.53740,0.1407032
 1.54060,0.1409460
 1.54380,0.1409508
 1.54701,0.1409799
 1.55023,0.1407842
 1.55345,0.1406912
 1.55668,0.1405027
 1.55992,0.1404354
 1.56316,0.1404623
 1.56641,0.1404530
 1.56967,0.1404377
 1.57293,0.1406166
 1.57620,0.1406227
 1.57948,0.1404636
 1.58277,0.1404342
 1.58606,0.1406115
 1.58936,0.1403742
 1.59266,0.1400061
 1.59597,0.1402662
 1.59929,0.1402611
 1.60262,0.1402086
 1.60595,0.1401147
 1.60929,0.1403437
 1.61264,0.1403662
 1.61599,0.1403666
 1.61935,0.1401412
 1.62272,0.1400382
 1.62609,0.1401710
 1.62947,0.1401098
 1.63286,0.1400149
 1.63626,0.1402520
 1.63966,0.1398410
 1.64307,0.1400904
 1.64648,0.1397040
 1.64991,0.1402083
 1.65334,0.1399545
 1.65678,0.1398577
 1.66022,0.1399949
 1.66367,0.1399653
 1.66713,0.1396982
 1.67060,0.1399225
 1.67408,0.1398417
 1.67756,0.1396144
 1.68104,0.1397616
 1.68454,0.1398178
 1.68804,0.1395038
 1.69155,0.1396842
 1.69507,0.1397439
 1.69860,0.1397001
 1.70213,0.1399634
 1.70567,0.1398447
 1.70921,0.1401684
 1.71277,0.1400774
 1.71633,0.1402331
 1.71990,0.1402674
 1.72348,0.1401731
 1.72706,0.1407600
 1.73065,0.1402438
 1.73425,0.1403777
 1.73786,0.1401393
 1.74147,0.1403039
 1.74509,0.1407216
 1.74872,0.1404454
 1.75236,0.1409214
 1.75600,0.1405630
 1.75965,0.1408763
 1.76331,0.1413043
 1.76698,0.1410589
 1.77065,0.1402958
 1.77433,0.1413155
 1.77802,0.1407709
 1.78172,0.1413695
 1.78543,0.1409592
 1.78914,0.1409816
 1.79286,0.1408659
 1.79659,0.1404738
 1.80032,0.1413056
 1.80407,0.1412772
 1.80782,0.1405537
 1.81158,0.1407969
 1.81534,0.1407326
 1.81912,0.1409866
 1.82290,0.1410950
 1.82669,0.1412861
 1.83049,0.1409741
 1.83430,0.1412914
 1.83811,0.1412820
 1.84193,0.1418039
 1.84576,0.1408493
 1.84960,0.1406608
 1.85345,0.1413271
 1.85730,0.1415017
 1.86116,0.1411509
 1.86503,0.1411895
