id,starname,HD,HIP,TIC,letter,facility,n_stars,n_planets,discovery_method,year,period,a,planet_radius,planet_mass,density,e,insolation_flux,teff,i,b,K,spectral_type,star_temperature,star_radius,star_mass,star_met,star_luminosity,star_logg,star_age,star_density,star_prot,distance,RA,Dec
3736,Kepler-20,,,TIC 158554588,e,Kepler,2,6,Transit,2011,6.09852281,0.0639,0.865,3.08,,0.0,166.0,1040.0,87.632,0.63,,,5495.0,0.96,0.95,0.07,-0.165,4.45,7.6,1.51,,282.563,287.6979913,42.3385782
3745,Kepler-20,,,TIC 158554588,b,Kepler,2,6,Transit,2011,3.69611525,0.0463,1.868,9.7,8.2,0.03,324.11,1105.0,87.355,0.633,4.2,,5495.0,0.96,0.95,0.07,-0.165,4.45,7.6,2.20611,,282.563,287.6979913,42.3385782
3747,Kepler-169,,,TIC 120689253,d,Kepler,1,5,Transit,2014,8.348125,0.075,1.25,2.1,5.91,0.0,55.53,702.0,86.78,0.04,,,4997.0,0.76,0.84,0.05,-0.496,4.58,13.8,0.36492,,406.529,285.9999204,40.9193822
3764,Kepler-190,,,TIC 158789380,c,Kepler,1,2,Transit,2014,3.763024,0.045,1.46,2.73,4.82,0.0,181.7,948.0,86.43,0.16,,,5106.0,0.8,0.86,0.02,-0.441,4.56,3.72,9.62119,,433.387,288.5839761,44.7337701
3771,Kepler-235,,,TIC 120765183,c,Kepler,1,4,Transit,2014,7.824904,0.065,1.28,2.18,5.71,0.0,14.2,555.0,89.16,0.24,,M0 V,4255.0,0.55,0.58,-0.51,-1.102,4.73,6.0,4.14,39.49,428.018,286.0790779,39.278237
3772,Kepler-249,,,TIC 272942100,c,Kepler,1,3,Transit,2014,7.113702,0.058,1.51,2.89,4.61,0.0,12.53,429.0,89.21,0.79,,M2 V,3568.0,0.48,0.51,-0.34,-1.495,4.78,3.09,5.34498,,190.401,296.9853002,43.6586043
3773,Kepler-257,,,TIC 273132699,c,Kepler,1,3,Transit,2014,6.581484,0.066,5.41,25.2,0.875,0.0,142.63,881.0,89.53,0.76,,,5180.0,1.04,0.85,0.04,-0.378,4.36,14.0,1.89825,,780.256,297.3159994,46.0232642
3774,Kepler-272,,,TIC 268704766,c,Kepler,1,3,Transit,2014,6.057342,0.061,1.79,97.8,93.7,0.0,310.76,947.0,88.98,0.03,,,5297.0,0.93,0.86,0.09,0.066,4.43,4.9,1.03785,,889.608,299.1275257,47.5938319
3790,Kepler-286,,,TIC 290035455,d,Kepler,1,4,Transit,2014,5.914323,0.061,1.33,2.33,5.44,0.0,188.48,919.0,89.87,0.06,,,5580.0,0.86,0.96,-0.12,-0.116,4.5,2.75,2.76282,,1226.85,290.6761874,48.2942362
3793,Kepler-321,,,TIC 271046140,b,Kepler,1,2,Transit,2014,4.915379,0.057,1.77,3.78,3.75,0.0,296.15,1042.0,87.7,0.06,,,5740.0,1.19,1.03,0.121,-0.008,4.3,2.09,1.4788,,384.542,294.4536991,44.1457626
3799,Kepler-306,,,TIC 121660143,b,Kepler,1,4,Transit,2014,4.646186,0.05,1.52,2.92,4.57,0.0,127.25,830.0,83.18,0.07,,,4954.0,0.72,0.81,-0.08,-0.469,4.61,2.63,3.07953,,775.679,288.5387145,40.6160545
3802,Kepler-19,,,TIC 122375047,b,Kepler,1,3,Transit,2011,9.28716,0.0835,2.209,8.4,10.4,0.12,93.54,762.0,89.94,0.02,,,5544.0,0.86,0.94,-0.08,-0.161,4.51,1.9,2.20846,,218.562,290.4209694,37.8516556
3803,Kepler-1542,,,TIC 279915941,d,Kepler,1,4,Transit,2016,5.99273738,0.0632,0.87,0.59,4.92,0.0,297.81,1010.0,88.08,0.2262,,,5564.0,0.99,0.94,0.06,0.07,4.41,8.51,0.92434,,399.114,285.7284757,42.6544651
3805,Kepler-520,,,TIC 138097531,c,Kepler,1,2,Transit,2016,5.21104261,0.0594,1.07,1.24,5.56,0.0,351.69,1107.0,83.02,0.66,,,6112.0,1.09,1.1,-0.03,0.51,4.41,2.04,1.25197,,623.901,293.1802903,41.6177408
3818,Kepler-186,,,TIC 268159861,c,Kepler,1,5,Transit,2014,7.267302,0.0451,1.25,2.1,5.91,0.0,13.98,464.0,89.9,0.28,,M1,3788.0,0.47,0.48,-0.28,-1.385,4.77,4.0,6.4,,177.594,298.652736,43.9549884
3820,Kepler-169,,,TIC 120689253,c,Kepler,1,5,Transit,2014,6.195469,0.062,1.21,1.92,5.96,0.0,82.85,776.0,87.06,0.04,,,4997.0,0.76,0.84,0.05,-0.496,4.58,13.8,2.61327,,406.529,285.9999204,40.9193822
3823,Kepler-301,,,TIC 48419097,c,Kepler,1,3,Transit,2014,5.419026,0.06,1.35,2.39,5.34,0.0,238.48,989.0,87.99,0.11,,,5815.0,0.9,0.98,0.187,-0.08,4.53,4.17,4.03105,,719.166,283.982904,49.2329512
3838,Kepler-217,,,TIC 240178935,b,Kepler,1,3,Transit,2014,5.374943,0.065,2.23,5.6,2.77,0.0,1366.48,1413.0,88.73,0.02,,,6171.0,1.8,1.14,0.09,0.754,4.03,2.63,0.3447,,1104.64,293.0377331,46.2775223
3843,Kepler-444,,HIP 94931,TIC 394172596,d,Kepler,3,5,Transit,2015,6.189392,0.06,0.53,0.2,7.9,0.18,109.64,783.0,88.16,0.53,,K,5046.0,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,,36.4396,289.7528323,41.631884
3848,Kepler-407,,,TIC 405688133,b,Kepler,1,2,Transit,2014,0.66931,0.0149,1.07,3.2,,0.0,4102.01,1983.0,87.19,0.25,,,5476.0,1.01,1.0,0.33,-0.039,4.43,7.47,1.38,,338.368,286.0363025,49.6145027
3864,Kepler-80,,,TIC 184296619,c,Kepler,1,6,Transit,2012,9.52355,0.0792,2.74,6.74,1.22,0.0,36.48,495.0,89.33,0.8,,K5,4540.0,0.68,0.73,0.04,-0.77,4.64,2.0,2.33,,369.451,296.1125759,39.9787451
3886,Kepler-255,,,TIC 272083669,d,Kepler,1,3,Transit,2016,1.04562266,0.0192,1.32,2.3,5.5,0.0,1686.09,1710.0,89.51,0.77,,,5431.0,0.86,0.9,0.02,-0.183,4.53,4.37,1.50018,,1052.53,296.0642702,45.9767647
3923,Kepler-211,,,TIC 352007758,c,Kepler,1,2,Transit,2014,6.04045,0.062,1.29,18.3,46.8,0.0,95.44,841.0,88.58,0.04,,,5123.0,0.82,0.9,0.151,-0.413,4.55,1.55,3.15683,,309.353,285.4391183,43.1685051
3939,Kepler-343,,,TIC 63120970,b,Kepler,1,2,Transit,2014,8.96855,0.088,2.41,6.39,2.51,0.0,206.07,1024.0,87.58,0.73,,,5807.0,1.43,1.08,0.145,0.216,4.18,2.9,0.29453,,927.193,291.960662,42.4329567
3946,Kepler-730,,,TIC 352013543,b,Kepler,1,2,Transit,2016,6.49168281,0.0694,12.33,,,0.0,418.8,1219.0,86.96,0.561,,,5620.0,1.41,1.05,0.21,0.236,4.16,9.5,0.529,,1935.04,285.5547895,45.578842
3968,Kepler-33,,,TIC 158935283,b,Kepler,1,5,Transit,2011,5.66793,0.0677,1.74,3.68,3.84,0.0,744.01,1336.0,86.39,0.5,,,5904.0,1.82,1.29,0.025,0.556,4.03,4.27,0.3,,1209.16,289.0775348,46.0051696
3985,Kepler-82,,,TIC 63372898,d,Kepler,1,5,Transit,2014,2.382961,0.034,1.77,3.78,3.75,0.0,484.35,1253.0,86.85,0.05,,,5428.0,0.95,0.96,0.211,-0.185,4.47,4.68,2.3396,,904.326,292.8733696,42.9661583
3988,Kepler-84,,,TIC 170646917,b,Kepler,1,5,Transit,2012,8.726,0.0827,2.23,40.0,19.8,0.0,222.19,985.0,82.52,0.42,,,6039.0,1.43,1.0,-0.07,0.212,4.13,3.98,0.08514,,1023.9,298.2520208,40.4960842
3995,Kepler-1542,,,TIC 279915941,c,Kepler,1,4,Transit,2016,2.89223021,0.0389,0.65,0.208,4.16,0.0,786.08,1287.0,89.89,0.017,,,5564.0,0.99,0.94,0.06,0.07,4.41,8.51,0.92434,,399.114,285.7284757,42.6544651
4005,Kepler-84,,,TIC 170646917,d,Kepler,1,5,Transit,2014,4.224537,0.052,1.38,2.48,5.19,0.0,584.24,1254.0,82.31,0.02,,,6031.0,1.17,1.06,-0.07,0.212,4.32,3.98,1.20895,,1023.9,298.2520208,40.4960842
4017,Kepler-249,,,TIC 272942100,b,Kepler,1,3,Transit,2014,3.306539,0.035,1.09,1.32,5.6,0.0,24.26,554.0,90.0,0.26,,M2 V,3568.0,0.48,0.51,-0.34,-1.495,4.78,3.09,5.34498,,190.401,296.9853002,43.6586043
4018,Kepler-292,,,TIC 271960465,d,Kepler,1,5,Transit,2014,7.055679,0.068,2.23,5.6,2.77,0.0,103.0,808.0,89.0,0.35,,,5299.0,0.83,0.85,-0.07,-0.337,4.54,5.13,2.04738,,1056.48,295.7661979,42.4242822
4039,Kepler-42,,,TIC 63126862,c,Kepler,1,3,Transit,2011,0.45328509,0.006,0.73,0.315,4.45,0.0,82.12,720.0,81.11,0.52,,M,3068.0,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,,40.0595,292.2196,44.6173667
4055,Kepler-446,,,TIC 123417850,c,Kepler,1,3,Transit,2015,3.036179,0.0283,1.11,1.41,5.67,0.0,6.71,520.0,88.97,0.025,3.5,M4,3359.0,0.24,0.22,-0.3,-2.248,5.03,3.72,25.35714,,96.339,282.2501047,44.921002
4060,Kepler-25,,,TIC 120960812,b,Kepler,2,3,Transit,2011,6.238297,0.0685,2.748,8.7,2.32,0.0029,542.96,1185.0,92.827,0.54,2.8,,6103.0,1.32,1.17,0.01,0.467,4.28,4.65,0.75,,243.249,286.6383905,39.4879038
4062,Kepler-309,,,TIC 273373488,b,Kepler,1,2,Transit,2014,5.923653,0.059,1.56,3.05,4.41,0.0,99.49,531.0,89.85,0.81,,M0 V,4713.0,0.72,0.67,0.11,-0.574,4.61,3.02,2.8044,,544.568,297.5098911,46.9614121
4064,Kepler-341,,,TIC 159179987,b,Kepler,1,4,Transit,2014,5.195528,0.06,1.18,1.76,5.89,0.0,422.1,1085.0,89.71,0.15,,,6012.0,1.02,1.0,0.14,0.127,4.44,3.6,0.66349,,1047.03,289.8615609,43.4727412
4070,Kepler-179,,,TIC 268057162,b,Kepler,1,2,Transit,2014,2.735926,0.036,1.64,3.33,4.15,0.0,360.26,1075.0,89.0,0.57,,,5302.0,0.76,0.84,0.123,-0.278,4.61,0.6,3.16386,,605.68,298.6636163,47.7619329
4074,Kepler-245,,,TIC 63004906,e,Kepler,1,4,Transit,2016,3.21982106,0.04,1.75,3.71,3.8,0.0,240.15,998.0,89.72,0.0676,,,5174.0,0.8,0.86,0.05,-0.396,4.57,3.63,3.03525,,861.527,291.6389972,42.4363482
4080,Kepler-354,,,TIC 120578185,b,Kepler,1,3,Transit,2014,5.47666,0.054,1.84,4.04,3.56,0.0,64.84,741.0,85.82,0.73,,,4648.0,0.67,0.65,-0.03,-0.714,4.63,13.8,0.7995,,554.064,285.7515347,41.3356739
4088,Kepler-327,,,TIC 63366281,b,Kepler,1,3,Transit,2014,2.549575,0.029,1.11,1.41,5.67,0.0,73.06,682.0,89.77,0.03,,,3799.0,0.49,0.59,-0.2,-1.26,4.76,3.02,3.77387,,241.987,292.6422963,44.0876251
4094,Kepler-93,,,TIC 137151335,b,Kepler,1,2,Transit,2014,4.72674,0.053,1.569,4.54426,1.652,0.0,283.74,1037.0,89.18,0.1765,1.6,,5669.0,0.98,1.09,-0.18,-0.106,4.47,6.6,1.65,,95.9115,291.4181275,38.6723124
4096,Kepler-730,,,TIC 352013543,c,Kepler,1,2,Transit,2018,2.85188338,0.03997,1.569,3.09,4.39,0.0,903.77,1607.0,83.81,0.659,,,5620.0,1.41,1.05,0.21,0.236,4.16,9.5,0.529,,1935.04,285.5547895,45.578842
4098,Kepler-610,,,TIC 275491028,b,Kepler,1,2,Transit,2016,6.99692655,0.0719,4.19,16.3,1.22,0.0,139.07,888.0,89.94,0.0232,,,5943.0,1.13,1.1,0.12,-0.11,4.37,3.55,3.1783,,845.824,293.1713241,45.0655934
4125,Kepler-134,,,TIC 48448369,b,Kepler,1,2,Transit,2014,5.317429,0.06,2.0,4.66,3.2,0.0,301.37,1105.0,85.86,0.12,,,5983.0,1.18,1.06,-0.207,0.061,4.31,3.55,1.26196,,334.797,284.7391156,49.5984448
4145,Kepler-603,,,TIC 270948636,d,Kepler,1,3,Transit,2016,6.2171292,0.0666,1.32,2.3,5.5,0.0,610.28,1098.0,88.14,0.94,,,5808.0,1.01,1.01,0.03,0.392,4.43,4.37,0.53208,,1539.63,294.2809679,42.2909295
4180,Kepler-118,,,TIC 171884427,b,Kepler,1,2,Transit,2014,7.518496,0.073,1.96,4.5,3.28,0.0,79.75,784.0,89.63,0.72,,,5274.0,1.09,0.81,0.18,-0.377,4.32,13.9,2.37825,,574.228,299.2131881,41.4248195
4186,Kepler-125,,,TIC 273873718,b,Kepler,1,2,Transit,2014,4.164389,0.041,2.37,6.21,2.56,0.0,33.18,590.0,87.73,0.03,,M1 V,3810.0,0.51,0.54,-0.14,-1.328,4.74,13.5,4.68232,,183.365,298.2581101,47.6050031
4187,Kepler-424,,,TIC 264508014,b,Kepler,1,2,Transit,2014,3.3118644,0.044,9.98,327.35,1.94,0.0,470.75,1116.0,84.68,0.934,140.0,,5460.0,0.94,1.01,0.44,-0.15,4.5,4.9,1.73,,698.646,298.6249797,48.57745
4194,Kepler-115,,,TIC 273383120,b,Kepler,1,2,Transit,2014,2.403679,0.036,1.09,1.32,5.6,0.0,1215.76,1489.0,80.55,0.43,,,5979.0,1.21,1.07,-0.05,0.22,4.31,5.5,0.99436,,623.609,297.7119299,45.261985
4213,Kepler-374,,,TIC 270863576,b,Kepler,1,3,Transit,2014,1.897806,0.029,1.03,1.08,5.43,0.0,2014.66,1761.0,87.55,0.05,,,5977.0,0.91,1.04,0.111,0.274,4.48,1.5,0.7822,,1265.61,294.1378921,42.3704075
4214,Kepler-403,,,TIC 159174926,b,Kepler,1,3,Transit,2014,7.031462,0.076,1.25,2.1,5.91,0.0,689.46,1194.0,89.91,0.11,,,6090.0,1.33,1.25,0.079,0.644,4.27,3.09,0.2469,,840.269,289.9214256,46.7445267
4216,Kepler-28,,,TIC 63122956,b,Kepler,1,2,Transit,2011,5.9123,0.062,3.6,479.9,,0.0,62.58,585.0,89.51,0.17,,M0 V,4590.0,0.7,0.75,0.34,-0.745,4.29,2.24,4.13623,,438.359,292.1370409,42.4294835
4219,Kepler-65,,,TIC 121731834,b,Kepler,1,4,Transit,2012,2.15491,0.035,1.42,2.4,4.4,0.028,2316.09,1740.0,92.2,0.16,,,6211.0,1.41,1.25,0.17,0.467,4.23,2.9,0.621,,303.728,288.6887221,41.1511076
4221,Kepler-211,,,TIC 352007758,b,Kepler,1,2,Transit,2014,4.138575,0.048,1.26,2.13,5.85,0.0,158.19,954.0,89.23,0.02,,,5123.0,0.82,0.9,0.151,-0.413,4.55,1.55,2.96587,,309.353,285.4391183,43.1685051
4222,Kepler-299,,,TIC 48304460,b,Kepler,1,4,Transit,2014,2.927128,0.04,1.32,2.3,5.5,0.0,622.07,1258.0,89.72,0.38,,,5617.0,1.03,0.95,-0.01,-0.044,4.39,0.4,1.15252,,1052.24,283.2070156,48.5805222
4223,Kepler-228,,,TIC 27772524,b,Kepler,1,3,Transit,2014,2.566546,0.038,1.53,2.96,4.54,0.0,863.78,1360.0,82.17,0.45,,,6043.0,1.01,0.95,-0.03,0.111,4.47,0.3,1.55056,,1644.61,296.2860853,48.2246328
4230,Kepler-133,,,TIC 28089143,b,Kepler,1,2,Transit,2014,8.129976,0.083,1.76,3.75,3.78,0.0,408.58,1041.0,86.24,0.36,,,5736.0,1.43,1.02,0.282,0.41,4.19,9.4,0.33482,,653.6,297.2778906,48.3203542
4235,Kepler-322,,,TIC 123313142,c,Kepler,1,2,Transit,2014,4.337234,0.051,1.67,3.43,4.05,0.0,203.41,996.0,89.77,0.23,,,5388.0,0.89,0.92,0.05,-0.288,4.5,14.0,2.48833,,400.48,281.3487514,44.2952525
4238,Kepler-247,,,TIC 158792051,c,Kepler,1,3,Transit,2014,9.439452,0.084,4.09,15.7,1.26,0.0,53.9,686.0,89.89,0.14,,,5100.0,0.77,0.84,0.05,-0.422,4.61,0.8,3.76657,,663.711,288.6425609,43.0393769
4239,Kepler-326,,,TIC 270956861,b,Kepler,1,3,Transit,2014,2.248329,0.032,1.52,44.6,69.8,0.0,783.45,1127.0,89.97,0.88,,,5105.0,0.8,0.85,0.239,-0.157,4.56,14.0,2.50206,,487.675,294.3255898,46.0022646
4241,Kepler-237,,,TIC 258348597,b,Kepler,1,2,Transit,2014,4.715106,0.05,1.41,2.57,5.04,0.0,124.96,823.0,88.96,0.19,,,4861.0,0.72,0.7,0.03,-0.477,4.58,13.8,2.42359,,657.822,283.2213438,40.421762
4242,Kepler-234,,,TIC 137318075,c,Kepler,1,2,Transit,2014,7.21205,0.077,3.51,12.1,1.54,0.0,273.3,1025.0,89.95,0.16,,,6224.0,1.11,1.11,0.09,0.24,4.42,3.47,0.99867,,1733.1,291.6535379,38.4946597
4261,Kepler-244,,,TIC 158426969,b,Kepler,1,3,Transit,2014,4.311792,0.05,2.76,8.05,2.1,0.0,242.47,1038.0,89.08,0.52,,,5554.0,0.8,0.96,0.16,-0.256,4.58,0.5,1.86883,,1036.49,287.242641,42.3014185
4263,Kepler-259,,,TIC 158664318,b,Kepler,1,2,Transit,2014,8.115317,0.079,2.8,8.25,2.07,0.0,113.45,879.0,84.3,0.75,,,5938.0,0.9,0.93,-0.03,-0.153,4.53,0.4,1.98095,,1002.14,288.2119707,46.6150461
4264,Kepler-260,,,TIC 137348863,b,Kepler,1,2,Transit,2014,8.187399,0.075,2.01,4.7,3.18,0.0,132.13,782.0,88.89,0.46,,,5250.0,0.86,0.92,0.03,-0.092,4.49,4.47,2.08567,,627.365,291.9259658,38.0140525
4270,Kepler-114,,,TIC 27011135,b,Kepler,1,3,Transit,2014,5.188549,0.053,1.26,6.8,18.7,0.0,92.53,586.0,89.39,0.69,,M0 V,4605.0,0.67,0.77,0.229,-0.685,4.65,2.69,3.41328,,259.533,294.121482,48.3497977
4315,Kepler-320,,,TIC 275575525,b,Kepler,1,2,Transit,2014,8.371554,0.085,1.14,1.55,5.75,0.0,280.56,1292.0,71.53,0.67,,,6435.0,1.11,1.33,-0.123,0.374,4.42,2.14,0.93157,,826.613,293.2135155,46.1751457
4316,Kepler-406,,,TIC 63066101,c,Kepler,1,2,Transit,2014,4.62332,0.0552,0.85,2.71,24.39,0.0,349.77,1050.0,87.96,0.36,1.0,,5538.0,1.07,1.07,0.18,0.048,4.41,5.84,1.12,,364.03,291.8481764,44.9682807
4322,Kepler-376,,,TIC 137219378,b,Kepler,1,2,Transit,2014,4.920199,0.057,1.07,1.24,5.56,0.0,689.91,1242.0,88.48,0.34,,,5900.0,1.18,1.06,-0.104,0.357,4.3,1.91,0.59154,,923.067,291.6071451,38.4103192
4323,Kepler-369,,,TIC 26961231,b,Kepler,1,2,Transit,2014,2.732756,0.03,1.13,1.51,5.75,0.0,40.3,687.0,86.76,0.27,,,3591.0,0.47,0.5,-0.09,-1.42,4.79,4.17,4.32691,,214.0,293.6743322,47.9084727
4324,Kepler-391,,,TIC 290032428,b,Kepler,1,2,Transit,2014,7.416755,0.082,3.2,10.3,1.73,0.0,748.71,1425.0,77.56,0.38,,,4940.0,3.57,1.03,-0.07,0.623,3.46,5.7,0.09357,,869.236,290.6218844,51.0573453
4330,Kepler-227,,,TIC 26539443,b,Kepler,1,2,Transit,2014,9.488015,0.09,3.11,9.85,1.8,0.0,104.64,793.0,89.66,0.82,,,5854.0,1.09,0.92,0.081,-0.121,4.4,7.7,3.20796,,1083.06,291.9342748,48.141676
4353,Kepler-119,,,TIC 271964647,c,Kepler,1,2,Transit,2014,4.125103,0.049,0.92,0.721,5.09,0.0,367.32,1016.0,88.65,0.51,,,5595.0,0.84,0.92,0.01,-0.037,4.57,3.63,1.37114,,701.996,295.9463854,42.6588324
4366,Kepler-132,,,TIC 237158274,c,Kepler,2,4,Transit,2014,6.414914,0.068,1.28,2.18,5.71,0.0,278.29,1069.0,83.44,0.08,,,6003.0,1.18,0.98,-0.216,0.211,4.31,4.37,0.49635,,349.549,283.23581,41.343037
4377,Kepler-107,,,TIC 27988327,d,Kepler,1,4,Transit,2014,7.95839,0.08377,0.86,3.8,33.1,0.0,346.11,1173.0,87.55,0.53,1.06,,5854.0,1.45,1.24,0.321,0.364,4.21,4.29,0.574,20.3,525.997,297.028162,48.2086019
4378,Kepler-244,,,TIC 158426969,c,Kepler,1,3,Transit,2014,9.767292,0.087,2.05,4.86,3.1,0.0,81.57,791.0,87.68,0.49,,,5554.0,0.8,0.96,0.16,-0.256,4.58,0.5,23.67563,,1036.49,287.242641,42.3014185
4391,Kepler-220,,,TIC 159759306,c,Kepler,1,4,Transit,2014,9.034199,0.076,1.57,3.09,4.39,0.0,37.32,586.0,88.12,0.06,,,4632.0,0.67,0.65,-0.174,-0.676,4.65,6.0,2.15978,,171.109,291.5060432,46.8956262
4392,Kepler-240,,,TIC 122712446,c,Kepler,1,2,Transit,2014,7.953528,0.074,2.2,102.3,52.8,0.0,59.84,696.0,89.24,0.36,,,4985.0,0.74,0.75,0.18,-0.524,4.63,0.9,3.48717,,746.927,291.1587635,40.7502108
4409,Kepler-389,,,TIC 63074796,b,Kepler,1,2,Transit,2014,3.244107,0.041,1.51,2.89,4.61,0.0,167.06,1047.0,84.86,0.25,,,5376.0,0.79,0.81,0.16,-0.516,4.57,4.68,3.06944,,816.559,291.9600082,44.9000587
4416,Kepler-294,,,TIC 158487005,c,Kepler,1,2,Transit,2014,6.6264,0.071,2.71,7.8,2.15,0.0,151.49,895.0,89.61,0.14,,,5913.0,0.98,0.95,0.16,-0.148,4.49,0.6,1.58309,,1357.01,287.3920392,46.0592578
4418,Kepler-23,,,TIC 27083727,b,Kepler,1,3,Transit,2011,7.1073,0.075,1.9,254.3,,0.06,446.11,1157.0,89.57,0.072,,,5760.0,1.52,1.11,-0.09,0.362,4.0,6.0,0.45155,,835.756,294.2189131,49.4792536
4421,Kepler-181,,,TIC 27767452,b,Kepler,1,2,Transit,2014,3.137873,0.04,1.27,2.15,5.77,0.0,255.58,1041.0,87.72,0.16,,,5333.0,0.75,0.85,-0.023,-0.379,4.62,0.5,3.54077,,609.283,296.1512831,50.0957806
4422,Kepler-336,,,TIC 122298677,c,Kepler,1,3,Transit,2014,9.600001,0.092,2.1,5.06,3.0,0.0,206.91,967.0,89.79,0.05,,,5867.0,1.3,1.09,0.337,0.26,4.26,4.9,1.04528,,768.86,290.2376224,41.3313637
4438,Kepler-402,,,TIC 158725491,c,Kepler,1,4,Transit,2014,6.124821,0.068,1.56,3.05,4.41,0.0,353.97,1140.0,84.71,0.59,,,6090.0,1.26,1.15,-0.08,0.203,4.28,1.4,1.31615,,625.339,288.3701976,43.3546109
4453,Kepler-363,,,TIC 258349590,b,Kepler,1,3,Transit,2014,3.614568,0.048,1.16,1.65,5.81,0.0,1000.24,1347.0,86.02,0.06,,,5593.0,1.49,1.1,0.397,0.365,4.15,5.25,0.30006,,762.596,283.1920779,41.3054172
4470,Kepler-238,,,TIC 121460918,b,Kepler,1,5,Transit,2014,2.090876,0.034,1.73,3.64,3.86,0.0,2500.59,1642.0,77.03,0.78,,,5751.0,1.43,1.06,0.23,0.43,4.19,6.76,0.45192,,1798.75,287.8971066,40.6378141
4476,Kepler-1254,,,TIC 48506710,c,Kepler,1,3,Transit,2016,3.60084276,0.0422,1.3,2.24,5.6,0.0,132.39,927.0,88.3,0.395,,,4985.0,0.75,0.78,-0.1,-0.572,4.59,5.62,3.32192,,622.818,285.1733174,48.7700099
4492,Kepler-250,,,TIC 159098652,c,Kepler,1,3,Transit,2014,7.156804,0.069,2.28,5.82,2.7,0.0,71.5,782.0,88.68,0.05,,,5160.0,0.81,0.83,0.02,-0.457,4.57,13.2,3.39024,,760.585,289.5947633,44.1418114
4501,Kepler-106,,,TIC 184997417,b,Kepler,1,4,Transit,2014,6.16486,0.0648,0.82,5.3,,0.0,277.22,1021.0,86.69,0.39,,,5858.0,1.04,1.0,-0.12,0.083,4.41,4.83,1.38,,444.322,300.864006,44.3375497
4507,Kepler-48,,,TIC 171882123,b,Kepler,1,4,Transit,2012,4.778,0.0528,1.88,3.94,3.23,0.0,173.12,932.0,89.91,0.17,1.62,,5194.0,0.89,0.88,0.17,-0.289,4.49,3.14,1.98,,306.738,299.1393094,40.948939
4509,Kepler-32,,,TIC 273590427,f,Kepler,1,5,Transit,2012,0.74296,0.013,0.82,0.477,4.75,0.0,349.64,1026.0,88.93,0.162,,M1 V,3900.0,0.53,0.58,0.0,-1.292,4.64,2.69,4.21511,,323.847,297.8423073,46.5743595
4513,Kepler-273,,,TIC 159726559,b,Kepler,1,2,Transit,2014,2.936532,0.037,1.5,2.86,4.66,0.0,285.64,1209.0,87.29,0.04,,,5626.0,0.81,0.94,0.14,-0.341,4.51,5.1,4.62323,,713.964,291.3021458,47.6976573
4519,Kepler-217,,,TIC 240178935,d,Kepler,1,3,Transit,2016,3.88689525,0.0505,1.32,2.3,5.5,0.0,2099.75,1574.0,89.75,0.825,,,6341.0,1.76,1.37,0.09,0.754,4.08,2.63,0.3447,,1104.64,293.0377331,46.2775223
4523,Kepler-1365,,,TIC 63122176,b,Kepler,1,2,Transit,2016,7.69993485,0.075,0.92,0.721,5.09,0.0,456.25,969.0,89.92,0.018,,,5770.0,1.05,1.0,0.03,0.425,4.39,6.03,0.28483,,840.128,292.1996573,42.0459944
4537,Kepler-398,,,TIC 137155210,b,Kepler,1,3,Transit,2014,4.081423,0.044,0.93,0.749,5.12,0.0,81.29,755.0,82.74,0.87,,,4493.0,0.61,0.65,0.053,-0.811,4.69,2.34,0.37842,,177.355,291.4688524,40.3437001
4540,Kepler-370,,,TIC 137411225,b,Kepler,1,2,Transit,2014,4.57953,0.054,1.59,3.15,4.31,0.0,361.51,1040.0,89.72,0.91,,,5852.0,0.9,0.98,0.132,0.006,4.53,0.4,1.33901,,1167.94,292.1710683,40.9162381
4541,Kepler-1464,,,TIC 121123737,c,Kepler,1,2,Transit,2016,5.32786292,0.0548,1.0,0.972,5.34,0.0,968.55,1023.0,89.24,0.116,,,5828.0,1.01,1.02,0.03,0.43,4.44,3.89,0.43945,,1151.73,287.2356828,38.7540824
4562,Kepler-203,,,TIC 169084431,c,Kepler,1,3,Transit,2014,5.370647,0.061,2.47,749.9,273.0,0.0,329.79,1096.0,87.46,0.1,,,5821.0,1.11,1.0,0.048,0.094,4.36,0.5,5.54994,,703.302,297.089959,41.3880686
4563,Kepler-169,,,TIC 120689253,b,Kepler,1,5,Transit,2014,3.250619,0.04,1.13,1.51,5.75,0.0,195.22,962.0,85.27,0.47,,,4997.0,0.76,0.84,0.05,-0.496,4.58,13.8,2.62345,,406.529,285.9999204,40.9193822
4579,Kepler-256,,,TIC 63362772,c,Kepler,1,4,Transit,2014,3.38802,0.045,2.15,5.27,2.91,0.0,457.07,1315.0,87.2,0.16,,,5551.0,1.3,0.97,0.12,-0.059,4.22,9.55,1.15366,,1026.43,292.58042,46.0973588
4584,Kepler-553,,,TIC 264508613,b,Kepler,1,2,Transit,2016,4.03046804,0.0484,4.63,19.4,1.07,0.0,210.01,970.0,89.84,0.651,,,5266.0,0.85,0.92,0.21,-0.261,4.55,2.88,1.83916,,728.525,298.5508922,48.3325405
4604,Kepler-165,,,TIC 123129877,b,Kepler,1,2,Transit,2014,8.180848,0.072,2.32,5.99,2.64,0.0,59.8,716.0,88.51,0.78,,,5211.0,0.77,0.79,0.12,-0.472,4.54,10.5,0.42495,,560.885,280.69092,47.8096702
